Season,Game_Date,Game_Day,Type,Where,Opponent_School,Result,Tm,Opp,OT
1979,1979-01-05,Fri,REG,H,Long Beach State,W,79,78,NA
1979,1979-01-06,Sat,REG,H,Tulane,W,74,64,NA
1979,1979-01-10,Wed,REG,H,Clemson,W,73,54,NA
1979,1979-01-13,Sat,REG,A,North Carolina,L,68,74,NA
1979,1979-01-18,Thu,REG,H,Wake Forest,W,81,69,NA
1979,1979-01-21,Sun,REG,A,North Carolina State,W,75,69,NA
1979,1979-01-24,Wed,REG,A,Virginia,W,84,66,NA
1979,1979-01-28,Sun,REG,H,Marquette,W,69,64,NA
1979,1979-01-31,Wed,REG,A,Wake Forest,W,75,60,NA
1979,1979-02-03,Sat,REG,H,Maryland,W,87,78,NA
1979,1979-02-06,Tue,REG,H,Virginia,W,64,63,NA
1979,1979-02-10,Sat,REG,H,Pittsburgh,L,69,71,NA
1979,1979-02-14,Wed,REG,H,North Carolina State,W,66,48,NA
1979,1979-02-16,Fri,REG,A,Maryland,L,68,70,NA
1979,1979-02-18,Sun,REG,H,Louisville,W,88,72,NA
1979,1979-02-21,Wed,REG,A,Clemson,L,49,70,NA
1979,1979-02-24,Sat,REG,H,North Carolina,W,47,40,NA
1979,1979-03-01,Thu,CTOURN,A,Wake Forest,W,58,56,NA
1979,1979-03-02,Fri,CTOURN,N,North Carolina State,W,62,59,NA
1979,1979-03-03,Sat,CTOURN,N,North Carolina,L,63,71,NA
1979,1979-03-10,Sat,NCAA,N,St. John's,L,78,80,NA
1980,1979-11-17,Sat,REG,N,Kentucky,W,82,76,OT
1980,1979-11-30,Fri,REG,N,Wake Forest,W,72,70,NA
1980,1979-12-01,Sat,REG,N,North Carolina,W,86,74,NA
1980,1979-12-05,Wed,REG,H,Princeton,W,81,45,NA
1980,1979-12-08,Sat,REG,H,East Carolina,W,92,73,NA
1980,1979-12-11,Tue,REG,A,Pennsylvania,W,70,57,NA
1980,1979-12-21,Fri,REG,N,Boston College,W,70,64,OT
1980,1979-12-22,Sat,REG,A,Providence,W,82,78,NA
1980,1979-12-28,Fri,REG,N,Vermont,W,92,67,NA
1980,1979-12-29,Sat,REG,N,Cincinnati,W,87,75,OT
1980,1980-01-05,Sat,REG,H,Colgate,W,73,44,NA
1980,1980-01-07,Mon,REG,H,Georgia Tech,W,55,42,NA
1980,1980-01-09,Wed,REG,A,Clemson,L,82,87,OT
1980,1980-01-12,Sat,REG,H,North Carolina,L,67,82,NA
1980,1980-01-16,Wed,REG,H,Wake Forest,W,67,66,NA
1980,1980-01-19,Sat,REG,H,North Carolina State,W,67,56,NA
1980,1980-01-21,Mon,REG,A,Georgia Tech,W,56,49,NA
1980,1980-01-23,Wed,REG,H,Virginia,L,84,90,NA
1980,1980-01-26,Sat,REG,A,Pittsburgh,W,78,69,NA
1980,1980-01-30,Wed,REG,A,Wake Forest,W,82,61,NA
1980,1980-02-02,Sat,REG,A,Maryland,L,69,73,NA
1980,1980-02-06,Wed,REG,A,Virginia,L,69,73,NA
1980,1980-02-10,Sun,REG,N,Marquette,L,77,80,NA
1980,1980-02-13,Wed,REG,A,North Carolina State,L,59,76,NA
1980,1980-02-16,Sat,REG,H,Maryland,W,66,61,NA
1980,1980-02-20,Wed,REG,H,Clemson,W,87,82,OT
1980,1980-02-23,Sat,REG,A,North Carolina,L,71,96,NA
1980,1980-02-28,Thu,CTOURN,N,North Carolina State,W,68,62,NA
1980,1980-02-29,Fri,CTOURN,N,North Carolina,W,75,61,NA
1980,1980-03-01,Sat,CTOURN,N,Maryland,W,73,72,NA
1980,1980-03-09,Sun,NCAA,N,Pennsylvania,W,52,42,NA
1980,1980-03-13,Thu,NCAA,N,Kentucky,W,55,54,NA
1980,1980-03-15,Sat,NCAA,N,Purdue,L,60,68,NA
1981,1980-11-29,Sat,REG,H,Stetson,W,67,49,NA
1981,1980-12-02,Tue,REG,A,South Florida,W,83,72,NA
1981,1980-12-05,Fri,REG,N,North Carolina,L,76,78,NA
1981,1980-12-06,Sat,REG,N,North Carolina State,L,60,74,NA
1981,1980-12-09,Tue,REG,A,Vanderbilt,W,72,69,OT
1981,1980-12-12,Fri,REG,H,Virginia,L,79,91,NA
1981,1980-12-19,Fri,REG,H,Brown,W,91,60,NA
1981,1980-12-20,Sat,REG,H,Detroit Mercy,W,111,71,NA
1981,1980-12-22,Mon,REG,H,Pennsylvania,W,88,82,NA
1981,1980-12-28,Sun,REG,N,New Orleans,W,77,63,NA
1981,1980-12-29,Mon,REG,N,Tennessee,L,69,90,NA
1981,1981-01-10,Sat,REG,A,Maryland,L,79,94,NA
1981,1981-01-14,Wed,REG,H,Wake Forest,L,73,76,NA
1981,1981-01-17,Sat,REG,A,North Carolina,L,65,80,NA
1981,1981-01-19,Mon,REG,H,George Mason,W,60,51,NA
1981,1981-01-21,Wed,REG,A,North Carolina State,W,56,47,NA
1981,1981-01-24,Sat,REG,H,Clemson,W,75,57,NA
1981,1981-01-27,Tue,REG,A,Rutgers,W,53,51,NA
1981,1981-01-31,Sat,REG,A,Virginia,L,47,68,NA
1981,1981-02-04,Wed,REG,A,Georgia Tech,W,82,68,NA
1981,1981-02-07,Sat,REG,H,Maryland,W,55,54,NA
1981,1981-02-14,Sat,REG,A,Wake Forest,L,52,58,NA
1981,1981-02-19,Thu,REG,H,North Carolina State,L,51,52,NA
1981,1981-02-21,Sat,REG,H,Georgia Tech,W,83,56,NA
1981,1981-02-25,Wed,REG,A,Clemson,L,52,54,OT
1981,1981-02-28,Sat,REG,H,North Carolina,W,66,65,OT
1981,1981-03-05,Thu,CTOURN,N,Maryland,L,53,56,NA
1981,1981-03-12,Thu,NIT,H,North Carolina A&T,W,79,69,NA
1981,1981-03-16,Mon,NIT,H,Alabama,W,75,70,NA
1981,1981-03-20,Fri,NIT,A,Purdue,L,69,81,NA
1982,1981-11-28,Sat,REG,H,Vanderbilt,L,75,76,2OT
1982,1981-12-02,Wed,REG,H,La Salle,W,61,55,NA
1982,1981-12-05,Sat,REG,H,Appalachian State,L,70,75,NA
1982,1981-12-09,Wed,REG,A,Virginia,L,83,92,NA
1982,1981-12-12,Sat,REG,A,Princeton,L,55,72,NA
1982,1981-12-22,Tue,REG,H,East Carolina,W,70,57,NA
1982,1981-12-29,Tue,REG,H,Davidson,L,73,75,NA
1982,1981-12-30,Wed,REG,H,Auburn,W,72,71,NA
1982,1982-01-02,Sat,REG,A,Louisville,L,61,99,NA
1982,1982-01-06,Wed,REG,H,Rutgers,W,80,61,NA
1982,1982-01-09,Sat,REG,H,Maryland,L,36,40,NA
1982,1982-01-13,Wed,REG,N,Wake Forest,L,48,58,NA
1982,1982-01-16,Sat,REG,H,North Carolina,L,63,73,NA
1982,1982-01-20,Wed,REG,H,North Carolina State,W,49,48,NA
1982,1982-01-23,Sat,REG,A,Clemson,W,50,44,NA
1982,1982-01-27,Wed,REG,N,Holy Cross,W,66,60,NA
1982,1982-01-30,Sat,REG,H,Virginia,L,65,77,NA
1982,1982-02-03,Wed,REG,H,Georgia Tech,W,47,46,NA
1982,1982-02-06,Sat,REG,A,Maryland,L,60,77,NA
1982,1982-02-08,Mon,REG,H,North Carolina-Wilmington,W,67,57,OT
1982,1982-02-10,Wed,REG,A,Stetson,L,81,88,NA
1982,1982-02-13,Sat,REG,H,Wake Forest,L,71,86,NA
1982,1982-02-16,Tue,REG,A,North Carolina State,L,56,72,NA
1982,1982-02-20,Sat,REG,A,Georgia Tech,L,78,87,NA
1982,1982-02-24,Wed,REG,H,Clemson,W,73,72,3OT
1982,1982-02-27,Sat,REG,A,North Carolina,L,66,84,NA
1982,1982-03-05,Fri,CTOURN,N,Wake Forest,L,53,88,NA
1983,1982-11-27,Sat,REG,H,East Carolina,W,70,65,NA
1983,1982-11-29,Mon,REG,H,Appalachian State,W,73,57,NA
1983,1982-12-02,Thu,REG,A,Colorado,L,70,79,NA
1983,1982-12-04,Sat,REG,N,University of California,L,71,76,NA
1983,1982-12-08,Wed,REG,H,Virginia,L,91,104,NA
1983,1982-12-11,Sat,REG,A,Vanderbilt,L,65,74,NA
1983,1982-12-14,Tue,REG,H,Davidson,W,63,60,NA
1983,1982-12-29,Wed,REG,H,New Hampshire,W,84,48,NA
1983,1983-01-03,Mon,REG,H,George Mason,W,90,79,NA
1983,1983-01-05,Wed,REG,H,Wagner,L,77,84,NA
1983,1983-01-08,Sat,REG,A,La Salle,W,61,60,NA
1983,1983-01-12,Wed,REG,H,Louisville,L,76,91,NA
1983,1983-01-15,Sat,REG,A,Maryland,W,86,67,NA
1983,1983-01-19,Wed,REG,H,Wake Forest,L,84,88,NA
1983,1983-01-22,Sat,REG,A,North Carolina,L,82,103,NA
1983,1983-01-26,Wed,REG,A,North Carolina State,L,79,94,NA
1983,1983-01-29,Sat,REG,H,Clemson,W,99,96,NA
1983,1983-02-02,Wed,REG,H,William & Mary,W,73,71,NA
1983,1983-02-05,Sat,REG,A,Virginia,L,84,105,NA
1983,1983-02-09,Wed,REG,A,Georgia Tech,L,66,67,NA
1983,1983-02-16,Wed,REG,H,Stetson,W,89,80,NA
1983,1983-02-19,Sat,REG,N,Wake Forest,L,104,110,NA
1983,1983-02-21,Mon,REG,H,Maryland,L,90,101,NA
1983,1983-02-23,Wed,REG,H,North Carolina State,L,79,96,NA
1983,1983-02-26,Sat,REG,H,Georgia Tech,W,106,81,NA
1983,1983-03-02,Wed,REG,A,Clemson,L,86,93,NA
1983,1983-03-05,Sat,REG,H,North Carolina,L,81,105,NA
1983,1983-03-11,Fri,CTOURN,N,Virginia,L,66,109,NA
1984,1983-11-26,Sat,REG,H,Vanderbilt,W,78,74,NA
1984,1983-11-30,Wed,REG,A,William & Mary,W,70,68,NA
1984,1983-12-03,Sat,REG,N,Davidson,W,90,63,NA
1984,1983-12-05,Mon,REG,H,South Florida,W,95,66,NA
1984,1983-12-07,Wed,REG,H,Ohio,W,82,63,NA
1984,1983-12-10,Sat,REG,H,East Carolina,W,80,64,NA
1984,1983-12-12,Mon,REG,H,Massachusetts,W,88,56,NA
1984,1983-12-21,Wed,REG,H,Colorado,W,79,72,NA
1984,1983-12-27,Tue,REG,N,Southern Methodist,L,76,78,NA
1984,1983-12-28,Wed,REG,N,Pacific,W,68,66,NA
1984,1983-12-30,Fri,REG,N,Navy,W,90,79,NA
1984,1984-01-04,Wed,REG,H,Loyola,W,92,68,NA
1984,1984-01-07,Sat,REG,A,Virginia,W,78,72,NA
1984,1984-01-09,Mon,REG,H,Bucknell,W,84,67,NA
1984,1984-01-11,Wed,REG,H,Appalachian State,W,73,60,NA
1984,1984-01-14,Sat,REG,H,Maryland,L,75,81,NA
1984,1984-01-18,Wed,REG,N,Wake Forest,L,66,97,NA
1984,1984-01-21,Sat,REG,H,North Carolina,L,73,78,NA
1984,1984-01-26,Thu,REG,H,North Carolina State,L,76,79,NA
1984,1984-01-28,Sat,REG,A,Clemson,W,67,65,NA
1984,1984-01-30,Mon,REG,A,Georgia Tech,W,69,68,NA
1984,1984-02-04,Sat,REG,H,Virginia,W,67,64,NA
1984,1984-02-08,Wed,REG,A,Harvard,W,89,86,NA
1984,1984-02-11,Sat,REG,A,Maryland,W,89,84,NA
1984,1984-02-15,Wed,REG,A,Stetson,W,80,69,NA
1984,1984-02-18,Sat,REG,H,Wake Forest,W,79,77,OT
1984,1984-02-23,Thu,REG,A,North Carolina State,W,73,70,OT
1984,1984-02-25,Sat,REG,H,Georgia Tech,L,56,58,NA
1984,1984-02-29,Wed,REG,H,Clemson,L,76,77,NA
1984,1984-03-03,Sat,REG,A,North Carolina,L,83,96,2OT
1984,1984-03-09,Fri,CTOURN,N,Georgia Tech,W,67,63,OT
1984,1984-03-10,Sat,CTOURN,N,North Carolina,W,77,75,NA
1984,1984-03-11,Sun,CTOURN,N,Maryland,L,62,74,NA
1984,1984-03-18,Sun,NCAA,N,Washington,L,78,80,NA
1985,1984-11-26,Mon,REG,A,Saint Louis,W,97,64,NA
1985,1984-11-28,Wed,REG,H,William & Mary,W,92,60,NA
1985,1984-12-01,Sat,REG,H,Saint Joseph's,W,59,46,NA
1985,1984-12-05,Wed,REG,H,Appalachian State,W,98,64,NA
1985,1984-12-08,Sat,REG,H,Virginia,W,78,65,NA
1985,1984-12-17,Mon,REG,H,Davidson,W,82,65,NA
1985,1984-12-19,Wed,REG,A,Northwestern,W,76,55,NA
1985,1984-12-28,Fri,REG,N,Alabama-Birmingham,W,76,62,NA
1985,1984-12-29,Sat,REG,A,Southern California,W,75,73,NA
1985,1985-01-05,Sat,REG,A,Virginia,W,63,58,NA
1985,1985-01-09,Wed,REG,H,East Carolina,W,87,63,NA
1985,1985-01-12,Sat,REG,H,Washington,W,71,59,NA
1985,1985-01-14,Mon,REG,A,Maryland,L,76,78,OT
1985,1985-01-17,Thu,REG,H,Wake Forest,L,89,91,OT
1985,1985-01-19,Sat,REG,A,North Carolina,W,93,77,NA
1985,1985-01-23,Wed,REG,A,North Carolina State,L,71,89,NA
1985,1985-01-26,Sat,REG,A,Clemson,W,100,83,NA
1985,1985-01-30,Wed,REG,N,Wake Forest,W,76,70,OT
1985,1985-02-04,Mon,REG,H,Harvard,W,82,53,NA
1985,1985-02-06,Wed,REG,A,Georgia Tech,L,71,81,NA
1985,1985-02-09,Sat,REG,H,Maryland,W,70,62,NA
1985,1985-02-13,Wed,REG,H,Stetson,W,94,51,NA
1985,1985-02-16,Sat,REG,N,Notre Dame,W,81,69,NA
1985,1985-02-20,Wed,REG,H,North Carolina State,L,66,70,NA
1985,1985-02-23,Sat,REG,H,Georgia Tech,W,67,62,NA
1985,1985-02-27,Wed,REG,H,Clemson,W,90,73,NA
1985,1985-03-02,Sat,REG,H,North Carolina,L,68,78,NA
1985,1985-03-08,Fri,CTOURN,N,Maryland,W,86,73,NA
1985,1985-03-09,Sat,CTOURN,N,Georgia Tech,L,64,75,NA
1985,1985-03-15,Fri,NCAA,N,Pepperdine,W,75,62,NA
1985,1985-03-17,Sun,NCAA,N,Boston College,L,73,74,NA
1986,1985-11-21,Thu,REG,N,Lamar,W,66,62,NA
1986,1985-11-24,Sun,REG,N,Alabama-Birmingham,W,66,54,NA
1986,1985-11-26,Tue,REG,A,William & Mary,W,81,61,NA
1986,1985-11-29,Fri,REG,A,St. John's,W,71,70,NA
1986,1985-12-01,Sun,REG,N,Kansas,W,92,86,NA
1986,1985-12-02,Mon,REG,H,East Carolina,W,98,66,NA
1986,1985-12-04,Wed,REG,A,Vanderbilt,W,84,74,NA
1986,1985-12-07,Sat,REG,H,Virginia,W,72,64,NA
1986,1985-12-18,Wed,REG,N,Davidson,W,69,52,NA
1986,1985-12-28,Sat,REG,H,Appalachian State,W,88,46,NA
1986,1985-12-30,Mon,REG,H,Northwestern,W,78,55,NA
1986,1986-01-04,Sat,REG,A,Maryland,W,81,75,NA
1986,1986-01-08,Wed,REG,H,Saint Louis,W,84,58,NA
1986,1986-01-11,Sat,REG,H,North Carolina State,W,74,64,NA
1986,1986-01-13,Mon,REG,A,Saint Joseph's,W,87,66,NA
1986,1986-01-16,Thu,REG,H,Wake Forest,W,92,63,NA
1986,1986-01-18,Sat,REG,A,North Carolina,L,92,95,NA
1986,1986-01-21,Tue,REG,A,Georgia Tech,L,80,87,NA
1986,1986-01-25,Sat,REG,H,Maryland,W,80,68,NA
1986,1986-01-27,Mon,REG,H,Harvard,W,89,52,NA
1986,1986-01-29,Wed,REG,H,Clemson,W,89,78,NA
1986,1986-02-01,Sat,REG,N,Wake Forest,W,68,58,NA
1986,1986-02-06,Thu,REG,A,Virginia,W,77,65,NA
1986,1986-02-09,Sun,REG,H,Georgia Tech,W,75,59,NA
1986,1986-02-11,Tue,REG,N,Stetson,W,85,64,NA
1986,1986-02-15,Sat,REG,A,North Carolina State,W,72,70,NA
1986,1986-02-16,Sun,REG,H,Notre Dame,W,75,74,NA
1986,1986-02-19,Wed,REG,H,Miami,W,104,82,NA
1986,1986-02-22,Sat,REG,H,Oklahoma,W,93,84,NA
1986,1986-02-26,Wed,REG,A,Clemson,W,77,69,NA
1986,1986-03-02,Sun,REG,H,North Carolina,W,82,74,NA
1986,1986-03-07,Fri,CTOURN,N,Wake Forest,W,68,60,NA
1986,1986-03-08,Sat,CTOURN,N,Virginia,W,75,70,NA
1986,1986-03-09,Sun,CTOURN,N,Georgia Tech,W,68,67,NA
1986,1986-03-13,Thu,NCAA,N,Mississippi Valley State,W,85,78,NA
1986,1986-03-15,Sat,NCAA,N,Old Dominion,W,89,61,NA
1986,1986-03-21,Fri,NCAA,N,DePaul,W,74,67,NA
1986,1986-03-23,Sun,NCAA,N,Navy,W,71,50,NA
1986,1986-03-29,Sat,NCAA,N,Kansas,W,71,67,NA
1986,1986-03-31,Mon,NCAA,N,Louisville,L,69,72,NA
1987,1986-11-28,Fri,REG,N,Brigham Young-Hawaii,W,85,68,NA
1987,1986-11-29,Sat,REG,N,Illinois,L,62,69,NA
1987,1986-12-03,Wed,REG,H,East Carolina,W,103,65,NA
1987,1986-12-06,Sat,REG,H,Vanderbilt,W,78,66,NA
1987,1986-12-08,Mon,REG,H,Davidson,W,95,65,NA
1987,1986-12-13,Sat,REG,N,Alabama,W,76,67,NA
1987,1986-12-22,Mon,REG,A,Miami,W,74,67,NA
1987,1986-12-29,Mon,REG,H,Appalachian State,W,80,50,NA
1987,1986-12-30,Tue,REG,H,Northwestern,W,106,55,NA
1987,1987-01-03,Sat,REG,A,Virginia,W,70,63,NA
1987,1987-01-05,Mon,REG,H,William & Mary,W,82,46,NA
1987,1987-01-07,Wed,REG,H,Saint Joseph's,W,93,83,NA
1987,1987-01-10,Sat,REG,H,North Carolina,L,77,85,NA
1987,1987-01-14,Wed,REG,A,Maryland,W,85,61,NA
1987,1987-01-17,Sat,REG,H,Wake Forest,W,69,49,NA
1987,1987-01-21,Wed,REG,A,North Carolina State,L,74,87,NA
1987,1987-01-24,Sat,REG,A,Clemson,W,105,100,OT
1987,1987-01-26,Mon,REG,H,Cornell,W,85,59,NA
1987,1987-01-29,Thu,REG,A,Georgia Tech,L,66,75,NA
1987,1987-01-31,Sat,REG,N,Wake Forest,W,62,60,OT
1987,1987-02-02,Mon,REG,H,Stetson,W,62,59,NA
1987,1987-02-04,Wed,REG,H,Virginia,W,75,61,NA
1987,1987-02-07,Sat,REG,H,Maryland,W,76,67,NA
1987,1987-02-10,Tue,REG,A,Harvard,W,98,86,NA
1987,1987-02-15,Sun,REG,A,Notre Dame,L,66,70,OT
1987,1987-02-19,Thu,REG,H,North Carolina State,W,66,50,NA
1987,1987-02-21,Sat,REG,H,Georgia Tech,L,72,79,NA
1987,1987-02-26,Thu,REG,A,North Carolina,L,71,77,NA
1987,1987-02-28,Sat,REG,H,Clemson,W,65,59,NA
1987,1987-03-06,Fri,CTOURN,N,North Carolina State,L,64,71,OT
1987,1987-03-12,Thu,NCAA,N,Texas A&M,W,58,51,NA
1987,1987-03-14,Sat,NCAA,N,Xavier,W,65,60,NA
1987,1987-03-20,Fri,NCAA,N,Indiana,L,82,88,NA
1988,1987-11-28,Sat,REG,H,Appalachian State,W,110,74,NA
1988,1987-11-30,Mon,REG,H,East Carolina,W,94,45,NA
1988,1987-12-03,Thu,REG,A,Northwestern,W,79,57,NA
1988,1987-12-09,Wed,REG,H,Davidson,W,105,71,NA
1988,1987-12-21,Mon,REG,H,Harvard,W,121,62,NA
1988,1987-12-29,Tue,REG,N,Florida,W,93,70,NA
1988,1987-12-30,Wed,REG,A,Arizona,L,85,91,NA
1988,1988-01-04,Mon,REG,H,William & Mary,W,101,70,NA
1988,1988-01-06,Wed,REG,H,Miami,W,107,69,NA
1988,1988-01-09,Sat,REG,A,Virginia,W,77,59,NA
1988,1988-01-14,Thu,REG,H,Saint Louis,W,69,53,NA
1988,1988-01-16,Sat,REG,H,Maryland,L,69,72,NA
1988,1988-01-21,Thu,REG,A,North Carolina,W,70,69,NA
1988,1988-01-23,Sat,REG,N,Wake Forest,W,103,70,NA
1988,1988-01-25,Mon,REG,N,Stetson,W,81,78,NA
1988,1988-02-01,Mon,REG,H,Clemson,W,101,63,NA
1988,1988-02-03,Wed,REG,H,Georgia Tech,W,78,65,NA
1988,1988-02-06,Sat,REG,H,North Carolina State,L,74,77,NA
1988,1988-02-07,Sun,REG,H,Notre Dame,W,70,61,NA
1988,1988-02-11,Thu,REG,H,Wake Forest,W,98,67,NA
1988,1988-02-13,Sat,REG,A,Maryland,W,90,83,NA
1988,1988-02-17,Wed,REG,H,Virginia,W,73,54,NA
1988,1988-02-20,Sat,REG,A,Kansas,W,74,70,OT
1988,1988-02-24,Wed,REG,A,North Carolina State,L,78,89,NA
1988,1988-02-28,Sun,REG,A,Georgia Tech,L,87,91,NA
1988,1988-03-02,Wed,REG,A,Clemson,L,77,79,NA
1988,1988-03-06,Sun,REG,H,North Carolina,W,96,81,NA
1988,1988-03-11,Fri,CTOURN,N,Virginia,W,60,48,NA
1988,1988-03-12,Sat,CTOURN,N,North Carolina State,W,73,71,NA
1988,1988-03-13,Sun,CTOURN,N,North Carolina,W,65,61,NA
1988,1988-03-17,Thu,NCAA,N,Boston University,W,85,69,NA
1988,1988-03-19,Sat,NCAA,N,Southern Methodist,W,94,79,NA
1988,1988-03-24,Thu,NCAA,N,Rhode Island,W,73,72,NA
1988,1988-03-26,Sat,NCAA,N,Temple,W,63,53,NA
1988,1988-04-02,Sat,NCAA,N,Kansas,L,59,66,NA
1989,1988-11-19,Sat,REG,N,Kentucky,W,80,55,NA
1989,1988-11-26,Sat,REG,H,Citadel,W,93,52,NA
1989,1988-11-30,Wed,REG,H,East Carolina,W,95,46,NA
1989,1988-12-03,Sat,REG,H,Northwestern,W,86,62,NA
1989,1988-12-05,Mon,REG,H,Stetson,W,90,62,NA
1989,1988-12-10,Sat,REG,A,Miami,W,117,102,NA
1989,1988-12-21,Wed,REG,H,Wake Forest,W,94,88,NA
1989,1988-12-29,Thu,REG,H,Cornell,W,94,59,NA
1989,1989-01-03,Tue,REG,A,Washington,W,87,61,NA
1989,1989-01-05,Thu,REG,H,Davidson,W,101,53,NA
1989,1989-01-07,Sat,REG,A,Virginia,W,84,76,NA
1989,1989-01-11,Wed,REG,H,William & Mary,W,100,38,NA
1989,1989-01-14,Sat,REG,A,Maryland,W,82,72,NA
1989,1989-01-18,Wed,REG,H,North Carolina,L,71,91,NA
1989,1989-01-21,Sat,REG,N,Wake Forest,L,71,75,NA
1989,1989-01-26,Thu,REG,A,North Carolina State,L,73,88,NA
1989,1989-01-29,Sun,REG,H,Clemson,W,92,62,NA
1989,1989-02-02,Thu,REG,A,Georgia Tech,L,76,81,NA
1989,1989-02-05,Sun,REG,A,Notre Dame,W,102,80,NA
1989,1989-02-08,Wed,REG,H,Virginia,W,85,66,NA
1989,1989-02-11,Sat,REG,H,Maryland,W,86,60,NA
1989,1989-02-14,Tue,REG,A,Harvard,W,98,59,NA
1989,1989-02-18,Sat,REG,H,Kansas,W,102,77,NA
1989,1989-02-20,Mon,REG,H,Georgia Tech,W,91,66,NA
1989,1989-02-23,Thu,REG,H,North Carolina State,W,86,65,NA
1989,1989-02-26,Sun,REG,N,Arizona,L,75,77,NA
1989,1989-03-01,Wed,REG,A,Clemson,L,74,79,NA
1989,1989-03-05,Sun,REG,A,North Carolina,W,88,86,NA
1989,1989-03-10,Fri,CTOURN,N,Wake Forest,W,88,64,NA
1989,1989-03-11,Sat,CTOURN,N,Virginia,W,69,58,NA
1989,1989-03-12,Sun,CTOURN,N,North Carolina,L,74,77,NA
1989,1989-03-16,Thu,NCAA,N,South Carolina State,W,90,69,NA
1989,1989-03-18,Sat,NCAA,N,West Virginia,W,70,63,NA
1989,1989-03-24,Fri,NCAA,N,Minnesota,W,87,70,NA
1989,1989-03-26,Sun,NCAA,N,Georgetown,W,85,77,NA
1989,1989-04-01,Sat,NCAA,N,Seton Hall,L,78,95,NA
1990,1989-11-25,Sat,REG,H,Harvard,W,130,54,NA
1990,1989-11-29,Wed,REG,H,Canisius,W,102,66,NA
1990,1989-12-02,Sat,REG,A,Northwestern,W,103,77,NA
1990,1989-12-06,Wed,REG,N,Syracuse,L,76,78,NA
1990,1989-12-09,Sat,REG,A,Michigan,L,108,113,OT
1990,1989-12-21,Thu,REG,A,Davidson,W,89,44,NA
1990,1989-12-23,Sat,REG,H,Washington,W,74,64,NA
1990,1989-12-28,Thu,REG,N,Drake,W,101,77,NA
1990,1989-12-29,Fri,REG,N,Cincinnati,W,95,83,NA
1990,1989-12-30,Sat,REG,A,Hawaii,W,87,75,NA
1990,1990-01-03,Wed,REG,H,Citadel,W,108,69,NA
1990,1990-01-06,Sat,REG,H,Virginia,W,76,68,NA
1990,1990-01-11,Thu,REG,A,Georgia Tech,W,96,91,NA
1990,1990-01-13,Sat,REG,H,Maryland,W,91,80,NA
1990,1990-01-17,Wed,REG,A,North Carolina,L,60,79,NA
1990,1990-01-20,Sat,REG,A,Wake Forest,W,97,69,NA
1990,1990-01-22,Mon,REG,A,William & Mary,W,109,76,NA
1990,1990-01-24,Wed,REG,H,North Carolina State,W,85,82,OT
1990,1990-01-28,Sun,REG,H,Georgia Tech,W,88,86,NA
1990,1990-01-31,Wed,REG,H,Clemson,W,94,80,NA
1990,1990-02-04,Sun,REG,H,Notre Dame,W,88,76,NA
1990,1990-02-08,Thu,REG,A,Virginia,L,69,72,NA
1990,1990-02-10,Sat,REG,A,Maryland,W,114,111,OT
1990,1990-02-12,Mon,REG,N,Stetson,W,102,67,NA
1990,1990-02-14,Wed,REG,H,East Carolina,W,84,51,NA
1990,1990-02-18,Sun,REG,H,Wake Forest,W,71,56,NA
1990,1990-02-21,Wed,REG,A,North Carolina State,L,71,76,NA
1990,1990-02-25,Sun,REG,H,Arizona,W,78,76,NA
1990,1990-02-28,Wed,REG,A,Clemson,L,93,97,NA
1990,1990-03-04,Sun,REG,H,North Carolina,L,75,87,NA
1990,1990-03-09,Fri,CTOURN,N,Maryland,W,104,84,NA
1990,1990-03-10,Sat,CTOURN,N,Georgia Tech,L,72,83,NA
1990,1990-03-16,Fri,NCAA,N,Richmond,W,81,46,NA
1990,1990-03-18,Sun,NCAA,N,St. John's,W,76,72,NA
1990,1990-03-22,Thu,NCAA,N,UCLA,W,90,81,NA
1990,1990-03-24,Sat,NCAA,N,Connecticut,W,79,78,OT
1990,1990-03-31,Sat,NCAA,N,Arkansas,W,97,83,NA
1990,1990-04-02,Mon,NCAA,N,Nevada-Las Vegas,L,73,103,NA
1991,1990-11-14,Wed,REG,H,Marquette,W,87,74,NA
1991,1990-11-16,Fri,REG,H,Boston College,W,100,76,NA
1991,1990-11-21,Wed,REG,N,Arkansas,L,88,98,NA
1991,1990-11-23,Fri,REG,N,Notre Dame,W,85,77,NA
1991,1990-11-26,Mon,REG,H,East Carolina,W,125,82,NA
1991,1990-12-01,Sat,REG,H,Charlotte,W,111,94,NA
1991,1990-12-05,Wed,REG,A,Georgetown,L,74,79,NA
1991,1990-12-08,Sat,REG,H,Michigan,W,75,68,NA
1991,1990-12-19,Wed,REG,A,Harvard,W,103,61,NA
1991,1990-12-22,Sat,REG,A,Oklahoma,W,90,85,NA
1991,1990-12-29,Sat,REG,H,Lehigh,W,97,67,NA
1991,1991-01-02,Wed,REG,H,Boston University,W,109,55,NA
1991,1991-01-05,Sat,REG,A,Virginia,L,64,81,NA
1991,1991-01-09,Wed,REG,H,Georgia Tech,W,98,57,NA
1991,1991-01-12,Sat,REG,A,Maryland,W,94,78,NA
1991,1991-01-14,Mon,REG,H,Wake Forest,W,89,67,NA
1991,1991-01-16,Wed,REG,A,Citadel,W,83,50,NA
1991,1991-01-19,Sat,REG,H,North Carolina,W,74,60,NA
1991,1991-01-23,Wed,REG,A,North Carolina State,L,89,95,NA
