Season,Game_Date,Game_Day,Type,Where,Opponent_School,Result,Tm,Opp,OT
1964,1964-02-18,Tue,REG,A,Wake Forest,L,71,72,NA
1964,1964-02-22,Sat,REG,H,Maryland,W,84,63,NA
1964,1964-02-25,Tue,REG,H,Wake Forest,W,98,83,NA
1964,1964-02-29,Sat,REG,A,North Carolina,W,104,69,NA
1964,1964-03-05,Thu,CTOURN,A,North Carolina State,W,75,44,NA
1964,1964-03-06,Fri,CTOURN,N,North Carolina,W,65,49,NA
1964,1964-03-07,Sat,CTOURN,H,Wake Forest,W,80,59,NA
1964,1964-03-13,Fri,NCAA,N,Villanova,W,87,73,NA
1964,1964-03-14,Sat,NCAA,N,Connecticut,W,101,54,NA
1964,1964-03-20,Fri,NCAA,N,Michigan,W,91,80,NA
1964,1964-03-21,Sat,NCAA,N,UCLA,L,83,98,NA
1965,1964-12-01,Tue,REG,H,Virginia Tech,W,98,63,NA
1965,1964-12-05,Sat,REG,H,Michigan,L,79,86,NA
1965,1964-12-10,Thu,REG,A,Navy,W,93,87,OT
1965,1964-12-12,Sat,REG,H,South Carolina,W,111,72,NA
1965,1964-12-16,Wed,REG,A,Clemson,W,80,79,NA
1965,1964-12-19,Sat,REG,A,Virginia,W,104,91,NA
1965,1964-12-30,Wed,REG,A,Ohio State,W,94,89,2OT
1965,1965-01-02,Sat,REG,N,Wake Forest,W,91,86,NA
1965,1965-01-05,Tue,REG,H,Penn State,W,121,88,NA
1965,1965-01-09,Sat,REG,H,North Carolina,L,62,65,NA
1965,1965-01-12,Tue,REG,H,Clemson,W,106,81,NA
1965,1965-01-16,Sat,REG,H,Wake Forest,W,105,77,NA
1965,1965-02-01,Mon,REG,H,Maryland,W,82,64,NA
1965,1965-02-03,Wed,REG,A,North Carolina State,W,84,74,NA
1965,1965-02-06,Sat,REG,H,West Virginia,W,109,89,NA
1965,1965-02-09,Tue,REG,H,North Carolina State,W,78,67,OT
1965,1965-02-11,Thu,REG,H,Virginia,W,136,72,NA
1965,1965-02-13,Sat,REG,A,Wake Forest,W,93,80,NA
1965,1965-02-17,Wed,REG,A,South Carolina,W,87,59,NA
1965,1965-02-20,Sat,REG,N,Notre Dame,W,101,88,NA
1965,1965-02-23,Tue,REG,A,Maryland,L,82,85,NA
1965,1965-02-27,Sat,REG,A,North Carolina,L,66,71,NA
1965,1965-03-04,Thu,CTOURN,H,South Carolina,W,62,60,NA
1965,1965-03-05,Fri,CTOURN,H,Wake Forest,W,101,81,NA
1965,1965-03-06,Sat,CTOURN,A,North Carolina State,L,85,91,NA
1966,1965-12-01,Wed,REG,H,Virginia Tech,W,112,79,NA
1966,1965-12-04,Sat,REG,H,Clemson,W,83,68,NA
1966,1965-12-06,Mon,REG,A,South Carolina,L,71,73,NA
1966,1965-12-10,Fri,REG,H,UCLA,W,82,66,NA
1966,1965-12-11,Sat,REG,H,UCLA,W,94,75,NA
1966,1965-12-14,Tue,REG,H,Furman,W,102,67,NA
1966,1965-12-18,Sat,REG,A,Virginia,W,75,72,NA
1966,1965-12-21,Tue,REG,A,Michigan,W,100,93,OT
1966,1965-12-31,Fri,REG,H,Notre Dame,W,95,73,NA
1966,1966-01-01,Sat,REG,N,Wake Forest,W,92,76,NA
1966,1966-01-03,Mon,REG,H,Penn State,W,83,58,NA
1966,1966-01-08,Sat,REG,A,North Carolina,W,88,77,NA
1966,1966-01-11,Tue,REG,A,Clemson,W,87,85,NA
1966,1966-01-13,Thu,REG,H,Maryland,W,76,61,NA
1966,1966-01-15,Sat,REG,H,Wake Forest,W,101,81,NA
1966,1966-01-29,Sat,REG,H,North Carolina State,W,84,77,NA
1966,1966-02-07,Mon,REG,A,West Virginia,L,90,94,NA
1966,1966-02-10,Thu,REG,A,North Carolina State,W,78,74,NA
1966,1966-02-12,Sat,REG,H,Virginia,W,81,55,NA
1966,1966-02-14,Mon,REG,H,South Carolina,W,41,38,NA
1966,1966-02-19,Sat,REG,A,Maryland,W,74,69,NA
1966,1966-02-22,Tue,REG,A,Wake Forest,L,98,99,OT
1966,1966-02-26,Sat,REG,H,North Carolina,W,77,63,NA
1966,1966-03-03,Thu,CTOURN,H,Wake Forest,W,103,73,NA
1966,1966-03-04,Fri,CTOURN,N,North Carolina,W,21,20,NA
1966,1966-03-05,Sat,CTOURN,A,North Carolina State,W,71,66,NA
1966,1966-03-11,Fri,NCAA,N,Saint Joseph's,W,76,74,NA
1966,1966-03-12,Sat,NCAA,N,Syracuse,W,91,81,NA
1966,1966-03-18,Fri,NCAA,N,Kentucky,L,79,83,NA
1966,1966-03-19,Sat,NCAA,N,Utah,W,79,77,NA
1967,1966-12-02,Fri,REG,H,Virginia Tech,L,71,85,NA
1967,1966-12-03,Sat,REG,H,Michigan,W,96,75,NA
1967,1966-12-09,Fri,REG,A,UCLA,L,54,88,NA
1967,1966-12-10,Sat,REG,A,UCLA,L,87,107,NA
1967,1966-12-13,Tue,REG,H,Vanderbilt,W,97,89,NA
1967,1966-12-16,Fri,REG,H,Virginia,W,98,82,NA
1967,1966-12-29,Thu,REG,H,Ohio State,L,82,83,NA
1967,1966-12-30,Fri,REG,N,Wake Forest,W,78,73,NA
1967,1967-01-03,Tue,REG,H,Penn State,W,89,84,NA
1967,1967-01-07,Sat,REG,H,North Carolina,L,56,59,NA
1967,1967-01-10,Tue,REG,H,Clemson,W,85,61,NA
1967,1967-01-14,Sat,REG,A,Maryland,W,72,69,OT
1967,1967-01-28,Sat,REG,H,North Carolina State,W,99,60,NA
1967,1967-02-01,Wed,REG,A,Virginia,W,100,77,NA
1967,1967-02-04,Sat,REG,H,West Virginia,W,91,75,NA
1967,1967-02-08,Wed,REG,A,North Carolina State,W,69,65,NA
1967,1967-02-11,Sat,REG,H,Louisiana-Lafayette,W,94,83,NA
1967,1967-02-14,Tue,REG,A,Clemson,L,68,73,NA
1967,1967-02-18,Sat,REG,H,Maryland,W,81,58,NA
1967,1967-02-21,Tue,REG,H,Wake Forest,W,97,84,NA
1967,1967-02-25,Sat,REG,H,Notre Dame,W,77,65,NA
1967,1967-02-28,Tue,REG,A,Wake Forest,W,113,71,NA
1967,1967-03-04,Sat,REG,A,North Carolina,L,79,92,NA
1967,1967-03-09,Thu,CTOURN,N,Virginia,W,99,78,NA
1967,1967-03-10,Fri,CTOURN,N,South Carolina,W,69,66,NA
1967,1967-03-11,Sat,CTOURN,N,North Carolina,L,73,82,NA
1967,1967-03-13,Mon,NIT,N,Southern Illinois,L,63,72,NA
1968,1967-12-01,Fri,REG,H,Virginia Tech,W,74,66,NA
1968,1967-12-06,Wed,REG,A,Michigan,W,93,72,NA
1968,1967-12-09,Sat,REG,A,Alabama,W,86,80,NA
1968,1967-12-13,Wed,REG,H,Virginia,W,103,61,NA
1968,1967-12-16,Sat,REG,A,Vanderbilt,L,75,76,NA
1968,1967-12-19,Tue,REG,H,Princeton,W,85,79,NA
1968,1967-12-30,Sat,REG,N,Wake Forest,W,103,76,NA
1968,1968-01-03,Wed,REG,H,Davidson,W,89,84,NA
1968,1968-01-06,Sat,REG,A,North Carolina,L,72,75,NA
1968,1968-01-09,Tue,REG,H,Clemson,W,101,79,NA
1968,1968-01-13,Sat,REG,A,Maryland,W,84,52,NA
1968,1968-01-27,Sat,REG,H,North Carolina State,W,82,76,NA
1968,1968-01-30,Tue,REG,A,South Carolina,L,80,83,NA
1968,1968-02-01,Thu,REG,A,Virginia,W,90,78,NA
1968,1968-02-06,Tue,REG,H,Maryland,W,85,64,NA
1968,1968-02-08,Thu,REG,N,Southern Illinois,W,78,54,NA
1968,1968-02-10,Sat,REG,N,Notre Dame,W,73,67,NA
1968,1968-02-14,Wed,REG,H,Wake Forest,W,105,65,NA
1968,1968-02-17,Sat,REG,H,Temple,W,92,57,NA
1968,1968-02-20,Tue,REG,A,Clemson,W,82,70,NA
1968,1968-02-22,Thu,REG,A,Wake Forest,W,50,41,NA
1968,1968-02-24,Sat,REG,H,South Carolina,L,50,56,NA
1968,1968-02-28,Wed,REG,A,North Carolina State,W,71,61,NA
1968,1968-03-02,Sat,REG,H,North Carolina,W,87,86,3OT
1968,1968-03-07,Thu,CTOURN,N,Clemson,W,43,40,NA
1968,1968-03-08,Fri,CTOURN,N,North Carolina State,L,10,12,NA
1968,1968-03-14,Thu,NIT,N,Oklahoma City,W,97,81,NA
1968,1968-03-18,Mon,NIT,N,Saint Peter's,L,71,100,NA
1969,1968-11-30,Sat,REG,H,Virginia Tech,W,87,76,NA
1969,1968-12-02,Mon,REG,H,Alabama,W,86,48,NA
1969,1968-12-07,Sat,REG,N,Princeton,W,81,62,NA
1969,1968-12-09,Mon,REG,H,Michigan,L,80,90,NA
1969,1968-12-11,Wed,REG,A,Virginia,L,75,81,NA
1969,1968-12-14,Sat,REG,H,East Tennessee State,L,63,71,NA
1969,1968-12-20,Fri,REG,N,Wake Forest,L,78,106,NA
1969,1968-12-28,Sat,REG,H,Clemson,W,96,70,NA
1969,1968-12-30,Mon,REG,N,Western Kentucky,W,73,72,NA
1969,1968-12-31,Tue,REG,N,Iowa,W,85,82,NA
1969,1969-01-04,Sat,REG,A,North Carolina,L,70,94,NA
1969,1969-01-08,Wed,REG,A,Wake Forest,W,85,81,NA
1969,1969-01-11,Sat,REG,H,Maryland,W,96,85,NA
1969,1969-01-25,Sat,REG,H,North Carolina State,L,74,77,NA
1969,1969-01-28,Tue,REG,A,Temple,L,69,73,NA
1969,1969-02-01,Sat,REG,A,South Carolina,L,57,64,NA
1969,1969-02-05,Wed,REG,A,Clemson,W,85,76,NA
1969,1969-02-08,Sat,REG,H,South Carolina,L,72,82,NA
1969,1969-02-10,Mon,REG,A,Maryland,W,93,83,NA
1969,1969-02-12,Wed,REG,H,Wake Forest,W,122,93,NA
1969,1969-02-15,Sat,REG,A,West Virginia,L,88,90,NA
1969,1969-02-17,Mon,REG,H,Virginia,W,100,81,NA
1969,1969-02-19,Wed,REG,A,Davidson,L,80,88,OT
1969,1969-02-26,Wed,REG,A,North Carolina State,L,73,88,NA
1969,1969-03-01,Sat,REG,H,North Carolina,W,87,81,NA
1969,1969-03-06,Thu,CTOURN,N,Virginia,W,99,86,NA
1969,1969-03-07,Fri,CTOURN,N,South Carolina,W,68,59,NA
1969,1969-03-08,Sat,CTOURN,N,North Carolina,L,74,85,NA
1970,1969-12-01,Mon,REG,H,Virginia Tech,W,66,63,2OT
1970,1969-12-06,Sat,REG,H,Virginia,W,57,45,NA
1970,1969-12-10,Wed,REG,A,Michigan,W,73,68,NA
1970,1969-12-13,Sat,REG,H,William & Mary,W,84,77,NA
1970,1969-12-15,Mon,REG,H,East Carolina,W,80,65,NA
1970,1969-12-19,Fri,REG,N,Dayton,W,72,67,NA
1970,1969-12-20,Sat,REG,A,Kentucky,L,76,98,NA
1970,1969-12-23,Tue,REG,N,Wake Forest,W,98,90,NA
1970,1970-01-03,Sat,REG,H,Penn State,W,93,43,NA
1970,1970-01-07,Wed,REG,H,Wake Forest,W,78,72,OT
1970,1970-01-10,Sat,REG,A,North Carolina,L,78,86,NA
1970,1970-01-24,Sat,REG,H,North Carolina State,L,76,77,NA
1970,1970-01-28,Wed,REG,A,Maryland,L,50,52,NA
1970,1970-01-31,Sat,REG,H,South Carolina,L,55,67,NA
1970,1970-02-04,Wed,REG,A,Clemson,W,92,88,NA
1970,1970-02-07,Sat,REG,H,West Virginia,W,82,70,NA
1970,1970-02-09,Mon,REG,H,Clemson,W,91,75,NA
1970,1970-02-11,Wed,REG,A,Wake Forest,W,67,65,NA
1970,1970-02-14,Sat,REG,A,South Carolina,L,65,82,NA
1970,1970-02-18,Wed,REG,A,Davidson,W,79,76,OT
1970,1970-02-21,Sat,REG,H,Maryland,W,87,76,NA
1970,1970-02-23,Mon,REG,A,Virginia,L,57,61,NA
1970,1970-02-25,Wed,REG,A,North Carolina State,W,71,69,NA
1970,1970-02-28,Sat,REG,H,North Carolina,W,91,83,NA
1970,1970-03-05,Thu,CTOURN,N,Wake Forest,L,73,81,NA
1970,1970-03-14,Sat,NIT,N,Utah,L,75,78,NA
1971,1970-12-01,Tue,REG,H,Princeton,W,79,75,NA
1971,1970-12-05,Sat,REG,A,Virginia,L,70,75,NA
1971,1970-12-07,Mon,REG,H,Michigan,W,95,74,NA
1971,1970-12-12,Sat,REG,A,South Carolina,L,78,98,NA
1971,1970-12-15,Tue,REG,H,Virginia Tech,W,104,75,NA
1971,1970-12-18,Fri,REG,N,Wake Forest,L,77,83,NA
1971,1970-12-19,Sat,REG,N,North Carolina,L,81,83,NA
1971,1970-12-22,Tue,REG,A,Dayton,W,70,64,NA
1971,1970-12-26,Sat,REG,H,Santa Clara,W,86,80,NA
1971,1970-12-29,Tue,REG,H,Northwestern,W,93,87,NA
1971,1970-12-30,Wed,REG,H,Penn State,W,67,56,NA
1971,1971-01-06,Wed,REG,A,Wake Forest,W,68,67,NA
1971,1971-01-09,Sat,REG,A,North Carolina,L,74,79,NA
1971,1971-01-13,Wed,REG,H,North Carolina State,L,89,93,NA
1971,1971-01-16,Sat,REG,A,Clemson,W,82,56,NA
1971,1971-02-01,Mon,REG,H,South Carolina,W,82,71,NA
1971,1971-02-06,Sat,REG,H,Maryland,L,79,88,NA
1971,1971-02-10,Wed,REG,H,Wake Forest,W,83,78,NA
1971,1971-02-13,Sat,REG,A,Maryland,W,70,67,NA
1971,1971-02-16,Tue,REG,N,Davidson,W,64,55,NA
1971,1971-02-20,Sat,REG,H,Virginia,W,101,69,NA
1971,1971-02-24,Wed,REG,A,North Carolina State,W,82,78,NA
1971,1971-02-27,Sat,REG,N,Seton Hall,W,89,61,NA
1971,1971-03-02,Tue,REG,H,Clemson,W,70,60,NA
1971,1971-03-06,Sat,REG,H,North Carolina,W,92,83,NA
1971,1971-03-11,Thu,CTOURN,N,North Carolina State,L,61,68,NA
1971,1971-03-20,Sat,NIT,N,Dayton,W,68,60,NA
1971,1971-03-22,Mon,NIT,N,Tennessee,W,78,64,NA
1971,1971-03-25,Thu,NIT,N,North Carolina,L,67,73,NA
1971,1971-03-27,Sat,NIT,N,St. Bonaventure,L,88,92,OT
1972,1971-12-01,Wed,REG,H,Richmond,W,54,42,NA
1972,1971-12-04,Sat,REG,H,Virginia,L,77,86,NA
1972,1971-12-07,Tue,REG,H,Pennsylvania,L,49,50,OT
1972,1971-12-11,Sat,REG,H,East Carolina,W,71,62,NA
1972,1971-12-17,Fri,REG,N,North Carolina State,L,62,67,NA
1972,1971-12-18,Sat,REG,N,Wake Forest,W,70,58,NA
1972,1971-12-23,Thu,REG,H,Dayton,W,68,66,NA
1972,1971-12-27,Mon,REG,N,Saint Peter's,L,74,77,NA
1972,1971-12-28,Tue,REG,N,Syracuse,L,72,74,NA
1972,1972-01-05,Wed,REG,H,Virginia Tech,W,83,73,NA
1972,1972-01-12,Wed,REG,A,North Carolina State,L,58,85,NA
1972,1972-01-15,Sat,REG,H,Clemson,W,71,69,NA
1972,1972-01-19,Wed,REG,H,Canisius,W,86,58,NA
1972,1972-01-22,Sat,REG,H,North Carolina,W,76,74,NA
1972,1972-01-26,Wed,REG,H,Wake Forest,W,77,66,NA
1972,1972-02-05,Sat,REG,A,Maryland,L,58,77,NA
1972,1972-02-09,Wed,REG,A,Wake Forest,L,57,62,NA
1972,1972-02-12,Sat,REG,H,William & Mary,W,87,69,NA
1972,1972-02-16,Wed,REG,A,Davidson,L,72,74,NA
1972,1972-02-19,Sat,REG,A,Virginia,W,86,76,NA
1972,1972-02-23,Wed,REG,H,North Carolina State,W,74,73,OT
1972,1972-02-26,Sat,REG,H,Maryland,W,68,59,NA
1972,1972-03-01,Wed,REG,A,Clemson,L,40,59,NA
1972,1972-03-04,Sat,REG,A,North Carolina,L,69,93,NA
1972,1972-03-09,Thu,CTOURN,N,North Carolina State,W,73,60,NA
1972,1972-03-10,Fri,CTOURN,N,North Carolina,L,48,63,NA
1973,1972-12-02,Sat,REG,H,William & Mary,W,98,74,NA
1973,1972-12-08,Fri,REG,A,Santa Clara,W,69,65,NA
1973,1972-12-09,Sat,REG,A,San Francisco,L,68,72,NA
1973,1972-12-12,Tue,REG,H,East Carolina,W,108,74,NA
1973,1972-12-15,Fri,REG,N,North Carolina,L,86,91,NA
1973,1972-12-16,Sat,REG,N,Wake Forest,W,80,67,NA
1973,1972-12-27,Wed,REG,A,Nevada-Las Vegas,L,83,89,NA
1973,1972-12-28,Thu,REG,N,Purdue,L,77,82,NA
1973,1972-12-30,Sat,REG,H,Harvard,W,102,76,NA
1973,1973-01-03,Wed,REG,A,Virginia,L,74,80,OT
1973,1973-01-06,Sat,REG,A,Wake Forest,L,80,83,NA
1973,1973-01-10,Wed,REG,A,North Carolina State,L,87,94,NA
1973,1973-01-13,Sat,REG,H,Clemson,W,75,73,NA
1973,1973-01-17,Wed,REG,A,Davidson,W,78,75,NA
1973,1973-01-20,Sat,REG,A,North Carolina,L,71,82,NA
1973,1973-01-24,Wed,REG,A,Richmond,W,70,66,NA
1973,1973-01-27,Sat,REG,A,Georgia Tech,L,86,88,NA
1973,1973-02-03,Sat,REG,H,Maryland,W,85,81,NA
1973,1973-02-07,Wed,REG,H,Wake Forest,W,84,71,NA
1973,1973-02-13,Tue,REG,H,Virginia,W,90,66,NA
1973,1973-02-17,Sat,REG,H,Notre Dame,W,86,74,NA
1973,1973-02-21,Wed,REG,H,North Carolina State,L,50,74,NA
1973,1973-02-24,Sat,REG,A,Maryland,L,68,96,NA
1973,1973-02-28,Wed,REG,A,Clemson,L,50,75,NA
1973,1973-03-03,Sat,REG,H,North Carolina,L,70,72,NA
1973,1973-03-08,Thu,CTOURN,N,Virginia,L,55,59,NA
1974,1973-12-01,Sat,REG,H,East Carolina,W,82,69,NA
1974,1973-12-03,Mon,REG,A,William & Mary,W,93,79,NA
1974,1973-12-08,Sat,REG,A,Virginia,L,82,104,NA
1974,1973-12-10,Mon,REG,H,Appalachian State,W,83,53,NA
1974,1973-12-26,Wed,REG,N,Western Kentucky,W,75,69,NA
1974,1973-12-27,Thu,REG,A,Florida,L,60,77,NA
1974,1973-12-29,Sat,REG,H,Yale,W,105,80,NA
1974,1974-01-04,Fri,REG,N,Wake Forest,L,61,64,NA
1974,1974-01-05,Sat,REG,N,North Carolina,L,75,84,NA
1974,1974-01-12,Sat,REG,A,Pittsburgh,L,46,62,NA
1974,1974-01-16,Wed,REG,H,Clemson,W,63,50,NA
1974,1974-01-19,Sat,REG,H,North Carolina,L,71,73,NA
1974,1974-01-23,Wed,REG,H,Wake Forest,L,71,90,NA
1974,1974-01-26,Sat,REG,A,Princeton,W,73,65,NA
1974,1974-01-30,Wed,REG,H,Davidson,W,89,72,NA
1974,1974-02-02,Sat,REG,A,Maryland,L,83,104,NA
1974,1974-02-04,Mon,REG,H,North Carolina State,L,78,92,NA
1974,1974-02-06,Wed,REG,A,Wake Forest,L,67,74,NA
1974,1974-02-09,Sat,REG,A,Notre Dame,L,68,87,NA
1974,1974-02-13,Wed,REG,H,Virginia,W,88,78,NA
1974,1974-02-16,Sat,REG,H,Georgia Tech,W,70,60,NA
1974,1974-02-20,Wed,REG,A,North Carolina State,L,87,113,NA
1974,1974-02-23,Sat,REG,H,Maryland,L,61,64,NA
1974,1974-02-27,Wed,REG,A,Clemson,L,68,74,NA
1974,1974-03-02,Sat,REG,A,North Carolina,L,92,96,OT
1974,1974-03-07,Thu,CTOURN,N,Maryland,L,66,85,NA
1975,1974-11-30,Sat,REG,H,Cornell,W,100,62,NA
1975,1974-12-04,Wed,REG,H,East Carolina,W,79,73,NA
1975,1974-12-20,Fri,REG,N,Louisiana State,L,95,105,NA
1975,1974-12-21,Sat,REG,N,Princeton,W,66,57,NA
1975,1974-12-27,Fri,REG,H,Pittsburgh,W,89,75,NA
1975,1974-12-28,Sat,REG,H,Kent State,W,83,65,NA
1975,1975-01-03,Fri,REG,N,North Carolina,W,99,96,OT
1975,1975-01-04,Sat,REG,N,Wake Forest,L,71,75,NA
1975,1975-01-08,Wed,REG,A,Maryland,L,77,83,NA
1975,1975-01-11,Sat,REG,H,South Florida,W,95,86,NA
1975,1975-01-15,Wed,REG,H,Clemson,W,75,72,NA
1975,1975-01-18,Sat,REG,A,Virginia,L,56,60,NA
1975,1975-01-22,Wed,REG,A,Wake Forest,L,109,122,NA
1975,1975-01-25,Sat,REG,H,Princeton,W,90,73,NA
1975,1975-01-27,Mon,REG,H,North Carolina State,L,71,95,NA
1975,1975-01-29,Wed,REG,A,Davidson,W,113,76,NA
1975,1975-02-01,Sat,REG,H,Virginia,L,85,92,OT
1975,1975-02-05,Wed,REG,H,Wake Forest,W,75,68,NA
1975,1975-02-08,Sat,REG,H,Maryland,L,80,104,NA
1975,1975-02-10,Mon,REG,H,Duquesne,W,80,73,NA
1975,1975-02-12,Wed,REG,A,North Carolina,L,70,78,NA
1975,1975-02-15,Sat,REG,A,Clemson,L,66,100,NA
1975,1975-02-19,Wed,REG,A,North Carolina State,L,78,92,NA
1975,1975-02-22,Sat,REG,H,Georgia Tech,W,107,86,NA
1975,1975-03-01,Sat,REG,H,North Carolina,L,70,74,NA
1975,1975-03-06,Thu,CTOURN,N,Clemson,L,76,78,NA
1976,1975-11-29,Sat,REG,H,Johns Hopkins,W,103,72,NA
1976,1975-12-03,Wed,REG,H,Tennessee,L,80,86,NA
1976,1975-12-06,Sat,REG,H,Virginia,W,81,79,NA
1976,1975-12-10,Wed,REG,H,East Carolina,W,93,74,NA
1976,1975-12-26,Fri,REG,H,Auburn,W,85,74,NA
1976,1975-12-27,Sat,REG,H,Western Kentucky,W,111,90,NA
1976,1975-12-30,Tue,REG,H,Vermont,W,94,77,NA
1976,1976-01-02,Fri,REG,N,North Carolina State,L,95,104,NA
1976,1976-01-03,Sat,REG,N,North Carolina,L,74,77,NA
1976,1976-01-07,Wed,REG,A,Tulane,L,82,92,NA
1976,1976-01-09,Fri,REG,A,Georgia Tech,W,91,71,NA
1976,1976-01-14,Wed,REG,A,Clemson,L,96,102,OT
1976,1976-01-17,Sat,REG,H,North Carolina,L,87,89,NA
1976,1976-01-19,Mon,REG,H,Virginia Tech,W,79,72,NA
1976,1976-01-21,Wed,REG,H,Wake Forest,W,97,93,OT
1976,1976-01-24,Sat,REG,A,North Carolina State,L,101,106,NA
1976,1976-01-27,Tue,REG,H,Davidson,W,94,79,NA
1976,1976-01-31,Sat,REG,H,West Virginia,W,86,77,NA
1976,1976-02-04,Wed,REG,A,Wake Forest,L,87,89,NA
1976,1976-02-07,Sat,REG,A,Maryland,L,91,102,NA
1976,1976-02-11,Wed,REG,A,Virginia,L,90,94,NA
1976,1976-02-14,Sat,REG,A,Saint Joseph's,W,85,73,NA
1976,1976-02-18,Wed,REG,H,North Carolina State,L,95,96,NA
1976,1976-02-21,Sat,REG,H,Maryland,W,69,67,NA
1976,1976-02-25,Wed,REG,H,Clemson,L,89,90,NA
1976,1976-02-28,Sat,REG,A,North Carolina,L,71,91,NA
1976,1976-03-04,Thu,CTOURN,A,Maryland,L,78,80,OT
1977,1976-11-26,Fri,REG,N,Wake Forest,L,80,81,NA
1977,1976-11-27,Sat,REG,N,North Carolina State,W,84,82,NA
1977,1976-11-30,Tue,REG,H,Johns Hopkins,W,85,66,NA
1977,1976-12-04,Sat,REG,H,Washington,W,83,81,NA
1977,1976-12-07,Tue,REG,A,Tennessee,W,81,78,NA
1977,1976-12-11,Sat,REG,H,Richmond,W,65,63,NA
1977,1976-12-14,Tue,REG,N,Connecticut,W,64,62,OT
1977,1976-12-29,Wed,REG,N,East Carolina,W,88,65,NA
1977,1976-12-30,Thu,REG,H,Rice,W,87,77,NA
1977,1977-01-05,Wed,REG,A,Davidson,W,102,51,NA
1977,1977-01-10,Mon,REG,H,Lafayette,W,93,77,NA
1977,1977-01-12,Wed,REG,H,Clemson,L,73,80,OT
1977,1977-01-15,Sat,REG,A,North Carolina,L,68,77,NA
1977,1977-01-17,Mon,REG,A,Virginia,W,82,74,OT
1977,1977-01-19,Wed,REG,A,Wake Forest,L,73,85,NA
1977,1977-01-22,Sat,REG,H,North Carolina State,L,78,79,NA
1977,1977-01-29,Sat,REG,A,West Virginia,L,65,70,NA
1977,1977-01-31,Mon,REG,A,Duquesne,W,76,49,NA
1977,1977-02-02,Wed,REG,H,Wake Forest,L,80,89,NA
1977,1977-02-05,Sat,REG,H,Maryland,L,64,65,OT
1977,1977-02-09,Wed,REG,H,Virginia,W,65,49,NA
1977,1977-02-12,Sat,REG,H,Saint Joseph's,W,72,62,NA
1977,1977-02-16,Wed,REG,A,North Carolina State,L,74,92,NA
1977,1977-02-19,Sat,REG,A,Maryland,L,72,85,NA
1977,1977-02-23,Wed,REG,A,Clemson,L,63,67,NA
1977,1977-02-26,Sat,REG,H,North Carolina,L,71,84,NA
1977,1977-03-03,Thu,CTOURN,N,Clemson,L,74,82,NA
1978,1977-11-26,Sat,REG,H,Johns Hopkins,W,95,49,NA
1978,1977-11-29,Tue,REG,H,Washington College,W,110,66,NA
1978,1977-12-02,Fri,REG,N,North Carolina,L,66,79,NA
1978,1977-12-03,Sat,REG,N,Wake Forest,W,97,84,NA
1978,1977-12-08,Thu,REG,A,Southern Methodist,W,91,67,NA
1978,1977-12-10,Sat,REG,A,Southern California,L,81,87,OT
1978,1977-12-13,Tue,REG,H,Chicago,W,99,61,NA
1978,1977-12-28,Wed,REG,H,Duquesne,W,74,65,NA
1978,1977-12-29,Thu,REG,H,Saint Joseph's,W,74,61,NA
1978,1978-01-02,Mon,REG,A,Virginia Tech,W,86,79,NA
1978,1978-01-04,Wed,REG,A,Maryland,W,88,78,NA
1978,1978-01-07,Sat,REG,A,North Carolina State,L,50,74,NA
1978,1978-01-09,Mon,REG,H,Lehigh,W,105,63,NA
1978,1978-01-11,Wed,REG,A,Clemson,W,107,85,NA
1978,1978-01-14,Sat,REG,H,North Carolina,W,92,84,NA
1978,1978-01-18,Wed,REG,H,Wake Forest,W,81,72,NA
1978,1978-01-21,Sat,REG,A,La Salle,W,91,81,NA
1978,1978-01-25,Wed,REG,A,Virginia,L,73,74,NA
1978,1978-01-28,Sat,REG,H,East Carolina,W,105,82,NA
1978,1978-02-02,Thu,REG,A,Wake Forest,L,60,79,NA
1978,1978-02-08,Wed,REG,H,Virginia,W,100,75,NA
1978,1978-02-11,Sat,REG,H,Davidson,W,104,88,NA
1978,1978-02-15,Wed,REG,H,North Carolina State,W,76,64,NA
1978,1978-02-18,Sat,REG,H,Maryland,W,81,70,NA
1978,1978-02-22,Wed,REG,H,Clemson,W,78,62,NA
1978,1978-02-25,Sat,REG,A,North Carolina,L,83,87,NA
1978,1978-03-01,Wed,CTOURN,N,Clemson,W,83,72,NA
1978,1978-03-02,Thu,CTOURN,N,Maryland,W,81,69,NA
1978,1978-03-04,Sat,CTOURN,A,Wake Forest,W,85,77,NA
1978,1978-03-12,Sun,NCAA,N,Rhode Island,W,63,62,NA
1978,1978-03-17,Fri,NCAA,N,Pennsylvania,W,84,80,NA
1978,1978-03-19,Sun,NCAA,N,Villanova,W,90,72,NA
1978,1978-03-25,Sat,NCAA,N,Notre Dame,W,90,86,NA
1978,1978-03-27,Mon,NCAA,N,Kentucky,L,88,94,NA
1979,1978-11-25,Sat,REG,A,Western Kentucky,W,78,53,NA
1979,1978-11-27,Mon,REG,H,Southern Methodist,W,86,80,NA
1979,1978-12-01,Fri,REG,N,North Carolina State,W,65,63,NA
1979,1978-12-02,Sat,REG,N,North Carolina,W,78,68,NA
1979,1978-12-05,Tue,REG,H,La Salle,W,66,42,NA
1979,1978-12-13,Wed,REG,H,Southern California,W,79,65,NA
1979,1978-12-29,Fri,REG,N,Ohio State,L,84,90,OT
1979,1978-12-30,Sat,REG,A,St. John's,L,66,69,NA
1979,1979-01-02,Tue,REG,A,Davidson,W,77,59,NA
