Season,G,Game_Date,Game_Day,Type,Where,Opponent_School,Opponent_Ranking,Conf,Result,Tm,Opp,OT,W,L,Streak,Arena
1950,1,12/3/1949,Sat,REG,A,Richmond,NA,Southern,W,58,50,NA,1,0,W 1,Blues City Armory
1950,2,12/5/1949,Mon,REG,A,Virginia Tech,NA,Southern,L,48,62,NA,1,1,L 1,War Memorial Hall
1950,3,12/9/1949,Fri,REG,H,George Washington,NA,Southern,L,44,54,NA,1,2,L 2,Woollen Gymnasium
1950,4,12/28/1949,Wed,REG,N,West Virginia,NA,Ind,L,50,58,NA,1,3,L 3,Reynolds Coliseum
1950,5,12/29/1949,Thu,REG,N,Duke,NA,Southern,W,59,52,NA,2,3,W 1,Reynolds Coliseum
1950,6,12/30/1949,Fri,REG,N,Rhode Island,NA,Yankee,L,60,65,NA,2,4,L 1,NA
1950,7,1/2/1950,Mon,REG,H,Maryland,NA,Southern,W,55,53,NA,3,4,W 1,Woollen Gymnasium
1950,8,1/7/1950,Sat,REG,A,Davidson,NA,Southern,W,63,53,NA,4,4,W 2,Johnston Gym
1950,9,1/9/1950,Mon,REG,A,Kentucky,2,SEC,L,44,83,NA,4,5,L 1,Alumni Gymnasium
1950,10,1/13/1950,Fri,REG,A,Miami,NA,Ind,W,55,53,NA,5,5,W 1,NA
1950,11,1/14/1950,Sat,REG,A,Miami,NA,Ind,W,65,51,NA,6,5,W 2,NA
1950,12,1/16/1950,Mon,REG,A,Wake Forest,NA,Southern,W,54,50,NA,7,5,W 3,Gore Gymnasium
1950,13,1/18/1950,Wed,REG,H,South Carolina,NA,Southern,W,64,42,NA,8,5,W 4,Woollen Gymnasium
1950,14,1/21/1950,Sat,REG,H,North Carolina State,12,Southern,L,57,61,NA,8,6,L 1,Woollen Gymnasium
1950,15,1/27/1950,Fri,REG,H,Virginia Tech,NA,Southern,W,66,53,NA,9,6,W 1,Woollen Gymnasium
1950,16,1/28/1950,Sat,REG,H,Davidson,NA,Southern,W,67,54,NA,10,6,W 2,Woollen Gymnasium
1950,17,1/30/1950,Mon,REG,H,Citadel,NA,Southern,W,77,39,NA,11,6,W 3,Woollen Gymnasium
1950,18,2/3/1950,Fri,REG,A,Maryland,NA,Southern,W,69,56,NA,12,6,W 4,Ritchie Gymnasium
1950,19,2/4/1950,Sat,REG,A,George Washington,NA,Southern,L,41,56,NA,12,7,L 1,Uline Arena
1950,20,2/7/1950,Tue,REG,H,Wake Forest,NA,Southern,L,54,57,NA,12,8,L 2,Woollen Gymnasium
1950,21,2/10/1950,Fri,REG,A,Furman,NA,Southern,W,59,53,NA,13,8,W 1,Textile Hall
1950,22,2/13/1950,Mon,REG,A,William & Mary,NA,Southern,W,52,46,NA,14,8,W 2,Blow Gym
1950,23,2/17/1950,Fri,REG,H,Duke,NA,Southern,W,58,55,NA,15,8,W 3,Woollen Gymnasium
1950,24,2/21/1950,Tue,REG,A,North Carolina State,9,Southern,L,44,70,NA,15,9,L 1,Reynolds Coliseum
1950,25,2/24/1950,Fri,REG,A,Duke,NA,Southern,W,64,46,NA,16,9,W 1,Cameron Indoor Stadium
1950,26,3/2/1950,Thu,CTOURN,N,William & Mary,NA,Southern,L,43,50,NA,16,10,L 1,Cameron Indoor Stadium
1951,1,12/7/1950,Thu,REG,H,Richmond,NA,Southern,W,69,46,NA,1,0,W 1,Woollen Gymnasium
1951,2,12/9/1950,Sat,REG,A,Davidson,NA,Southern,W,72,69,NA,2,0,W 2,Johnston Gym
1951,3,12/22/1950,Fri,REG,N,Xavier,NA,Ind,L,58,92,NA,2,1,L 1,NA
1951,4,12/28/1950,Thu,REG,N,Navy,NA,Ind,L,49,58,NA,2,2,L 2,NA
1951,5,12/29/1950,Fri,REG,N,Duke,NA,Southern,L,63,71,NA,2,3,L 3,Reynolds Coliseum
1951,6,12/30/1950,Sat,REG,N,Rhode Island,NA,Yankee,L,69,93,NA,2,4,L 4,NA
1951,7,1/2/1951,Tue,REG,H,Maryland,NA,Southern,L,59,67,NA,2,5,L 5,Woollen Gymnasium
1951,8,1/4/1951,Thu,REG,A,New York University,NA,Metro NY,L,60,66,NA,2,6,L 6,Madison Square Garden (III)
1951,9,1/6/1951,Sat,REG,A,Temple,NA,Ind,L,67,70,NA,2,7,L 7,Convention Hall
1951,10,1/11/1951,Thu,REG,A,Wake Forest,NA,Southern,W,65,56,NA,3,7,W 1,Gore Gymnasium
1951,11,1/13/1951,Sat,REG,H,Davidson,NA,Southern,W,56,53,NA,4,7,W 2,Woollen Gymnasium
1951,12,1/15/1951,Mon,REG,H,West Virginia,NA,Southern,L,49,62,NA,4,8,L 1,Woollen Gymnasium
1951,13,1/19/1951,Fri,REG,A,George Washington,NA,Southern,L,71,76,NA,4,9,L 2,Uline Arena
1951,14,1/20/1951,Sat,REG,A,Maryland,NA,Southern,L,55,56,NA,4,10,L 3,Ritchie Gymnasium
1951,15,1/27/1951,Sat,REG,A,North Carolina State,8,Southern,L,58,71,NA,4,11,L 4,Reynolds Coliseum
1951,16,1/30/1951,Tue,REG,H,Wake Forest,NA,Southern,W,82,70,NA,5,11,W 1,Woollen Gymnasium
1951,17,2/2/1951,Fri,REG,H,Duke,NA,Southern,W,71,68,NA,6,11,W 2,Woollen Gymnasium
1951,18,2/3/1951,Sat,REG,H,Furman,NA,Southern,W,89,64,NA,7,11,W 3,Woollen Gymnasium
1951,19,2/6/1951,Tue,REG,H,George Washington,NA,Southern,W,66,60,NA,8,11,W 4,Woollen Gymnasium
1951,20,2/9/1951,Fri,REG,A,South Carolina,NA,Southern,L,65,66,NA,8,12,L 1,Carolina Fieldhouse
1951,21,2/10/1951,Sat,REG,A,Citadel,NA,Southern,W,71,58,NA,9,12,W 1,McAlister Field House
1951,22,2/17/1951,Sat,REG,H,North Carolina State,9,Southern,L,53,68,NA,9,13,L 1,Woollen Gymnasium
1951,23,2/23/1951,Fri,REG,A,Duke,NA,Southern,L,72,84,NA,9,14,L 2,Cameron Indoor Stadium
1952,1,12/1/1951,Sat,REG,A,Citadel,NA,Southern,W,87,69,NA,1,0,W 1,McAlister Field House
1952,2,12/3/1951,Mon,REG,A,Furman,NA,Southern,W,100,57,NA,2,0,W 2,Textile Hall
1952,3,12/5/1951,Wed,REG,A,Duke,NA,Southern,L,59,77,NA,2,1,L 1,Cameron Indoor Stadium
1952,4,12/7/1951,Fri,REG,A,Richmond,NA,Southern,W,62,56,NA,3,1,W 1,Grays City Armory
1952,5,12/20/1951,Thu,REG,A,Illinois,3,Big Ten,L,66,86,NA,3,2,L 1,Huff Hall
1952,6,12/22/1951,Sat,REG,A,Bradley,NA,Ind,L,66,79,NA,3,3,L 2,Robertson Memorial Field House
1952,7,12/27/1951,Thu,REG,N,Southern California,NA,PCC,W,49,45,NA,4,3,W 1,NA
1952,8,12/28/1951,Fri,REG,A,North Carolina State,19,Southern,L,51,58,NA,4,4,L 1,Reynolds Coliseum
1952,9,12/29/1951,Sat,REG,N,Columbia,NA,Ivy,W,61,60,NA,5,4,W 1,NA
1952,10,1/3/1952,Thu,REG,H,Maryland,NA,Southern,W,51,47,NA,6,4,W 2,Woollen Gymnasium
1952,11,1/5/1952,Sat,REG,H,Clemson,NA,Southern,W,65,59,NA,7,4,W 3,Woollen Gymnasium
1952,12,1/10/1952,Thu,REG,A,Wake Forest,NA,Southern,L,53,55,NA,7,5,L 1,Gore Gymnasium
1952,13,1/14/1952,Mon,REG,H,Davidson,NA,Southern,W,78,77,NA,8,5,W 1,Woollen Gymnasium
1952,14,1/18/1952,Fri,REG,A,Maryland,NA,Southern,L,51,71,NA,8,6,L 1,Ritchie Gymnasium
1952,15,1/19/1952,Sat,REG,A,Temple,NA,Ind,W,70,65,NA,9,6,W 1,Convention Hall
1952,16,1/26/1952,Sat,REG,H,North Carolina State,NA,Southern,L,53,58,NA,9,7,L 1,Woollen Gymnasium
1952,17,1/29/1952,Tue,REG,H,Wake Forest,NA,Southern,L,46,55,NA,9,8,L 2,Woollen Gymnasium
1952,18,2/1/1952,Fri,REG,H,Duke,NA,Southern,L,66,73,NA,9,9,L 3,Woollen Gymnasium
1952,19,2/6/1952,Wed,REG,A,West Virginia,12,Southern,L,65,80,NA,9,10,L 4,Stansbury Hall
1952,20,2/8/1952,Fri,REG,H,Citadel,NA,Southern,W,80,62,NA,10,10,W 1,Woollen Gymnasium
1952,21,2/9/1952,Sat,REG,H,Furman,NA,Southern,W,68,53,NA,11,10,W 2,Woollen Gymnasium
1952,22,2/12/1952,Tue,REG,A,South Carolina,NA,Southern,L,68,75,NA,11,11,L 1,Carolina Fieldhouse
1952,23,2/16/1952,Sat,REG,A,Clemson,NA,Southern,L,69,77,NA,11,12,L 2,Clemson Field House
1952,24,2/18/1952,Mon,REG,A,Davidson,NA,Southern,L,71,76,NA,11,13,L 3,Johnston Gym
1952,25,2/23/1952,Sat,REG,A,North Carolina State,NA,Southern,L,52,71,NA,11,14,L 4,Reynolds Coliseum
1952,26,2/29/1952,Fri,REG,A,Duke,15,Southern,L,64,94,NA,11,15,L 5,Cameron Indoor Stadium
1953,1,12/1/1952,Mon,REG,H,Citadel,NA,Southern,W,70,50,NA,1,0,W 1,Woollen Gymnasium
1953,2,12/3/1952,Wed,REG,H,Washington & Lee,NA,Southern,W,67,48,NA,2,0,W 2,Woollen Gymnasium
1953,3,12/6/1952,Sat,REG,H,Richmond,NA,Southern,W,80,64,NA,3,0,W 3,Woollen Gymnasium
1953,4,12/10/1952,Wed,REG,H,Clemson,NA,Southern,W,82,56,NA,4,0,W 4,Woollen Gymnasium
1953,5,12/29/1952,Mon,REG,N,Holy Cross,4,Ind,L,73,85,NA,4,1,L 1,NA
1953,6,12/30/1952,Tue,REG,N,Princeton,NA,Ivy,W,73,59,NA,5,1,W 1,NA
1953,7,12/31/1952,Wed,REG,N,Pennsylvania,NA,Ivy,L,62,70,NA,5,2,L 1,NA
1953,8,1/3/1953,Sat,REG,H,Maryland,NA,Southern,W,59,49,NA,6,2,W 1,Woollen Gymnasium
1953,9,1/8/1953,Thu,REG,A,Virginia Military Institute,NA,Southern,W,79,62,NA,7,2,W 2,VMI Field House
1953,10,1/9/1953,Fri,REG,A,Washington & Lee,NA,Southern,W,97,75,NA,8,2,W 3,Doremus Memorial Gymnasium
1953,11,1/13/1953,Tue,REG,H,Davidson,NA,Southern,W,71,60,NA,9,2,W 4,Woollen Gymnasium
1953,12,1/14/1953,Wed,REG,H,Virginia Military Institute,NA,Southern,W,97,58,NA,10,2,W 5,Woollen Gymnasium
1953,13,1/17/1953,Sat,REG,A,Maryland,NA,Southern,L,66,68,NA,10,3,L 1,Ritchie Gymnasium
1953,14,1/20/1953,Tue,REG,H,Wake Forest,NA,Southern,W,72,68,NA,11,3,W 1,Woollen Gymnasium
1953,15,1/21/1953,Wed,REG,A,Clemson,NA,Southern,W,91,80,NA,12,3,W 2,Clemson Field House
1953,16,1/24/1953,Sat,REG,A,North Carolina State,8,Southern,W,70,69,NA,13,3,W 3,Reynolds Coliseum
1953,17,1/30/1953,Fri,REG,A,Davidson,NA,Southern,W,73,52,NA,14,3,W 4,Johnston Gym
1953,18,2/3/1953,Tue,REG,A,Richmond,NA,Southern,L,82,87,NA,14,4,L 1,Benedictine High School Gym
1953,19,2/6/1953,Fri,REG,H,Duke,NA,Southern,L,89,95,NA,14,5,L 2,Woollen Gymnasium
1953,20,2/7/1953,Sat,REG,H,New York University,NA,Metro NY,L,78,82,NA,14,6,L 3,Woollen Gymnasium
1953,21,2/13/1953,Fri,REG,A,South Carolina,NA,Southern,W,76,72,NA,15,6,W 1,Carolina Fieldhouse
1953,22,2/14/1953,Sat,REG,A,Citadel,NA,Southern,W,94,69,NA,16,6,W 2,McAlister Field House
1953,23,2/17/1953,Tue,REG,A,Wake Forest,NA,Southern,L,63,89,NA,16,7,L 1,Gore Gymnasium
1953,24,2/21/1953,Sat,REG,H,North Carolina State,15,Southern,L,66,87,NA,16,8,L 2,Woollen Gymnasium
1953,25,2/27/1953,Fri,REG,A,Duke,NA,Southern,L,58,83,NA,16,9,L 3,Cameron Indoor Stadium
1953,26,3/5/1953,Thu,CTOURN,A,North Carolina State,12,Southern,L,54,86,NA,16,10,L 4,Reynolds Coliseum
1954,1,12/11/1953,Fri,REG,H,William & Mary,NA,Southern,W,71,61,NA,1,0,W 1,Woollen Gymnasium
1954,2,12/12/1953,Sat,REG,H,South Carolina,NA,ACC,W,82,56,NA,2,0,W 2,Woollen Gymnasium
1954,3,12/19/1953,Sat,REG,H,Clemson,NA,ACC,W,85,48,NA,3,0,W 3,Woollen Gymnasium
1954,4,12/28/1953,Mon,REG,N,Navy,NA,Ind,L,62,86,NA,3,1,L 1,NA
1954,5,12/29/1953,Tue,REG,N,Seton Hall,NA,Ind,L,63,73,NA,3,2,L 2,NA
1954,6,12/30/1953,Wed,REG,N,Oregon State,4,PCC,L,53,65,NA,3,3,L 3,NA
1954,7,1/8/1954,Fri,REG,H,Citadel,NA,Southern,W,83,42,NA,4,3,W 1,Woollen Gymnasium
1954,8,1/9/1954,Sat,REG,A,Wake Forest,NA,ACC,W,66,65,NA,5,3,W 2,Gore Gymnasium
1954,9,1/11/1954,Mon,REG,A,Davidson,NA,Southern,W,70,54,NA,6,3,W 3,Johnston Gym
1954,10,1/16/1954,Sat,REG,H,Virginia,NA,ACC,W,78,66,NA,7,3,W 4,Woollen Gymnasium
1954,11,1/19/1954,Tue,REG,H,North Carolina State,NA,ACC,L,77,84,NA,7,4,L 1,Woollen Gymnasium
1954,12,2/2/1954,Tue,REG,A,Washington & Lee,NA,Southern,W,69,60,NA,8,4,W 1,Lynchburg Virginia
1954,13,2/4/1954,Thu,REG,A,Duke,8,ACC,L,47,63,NA,8,5,L 1,Cameron Indoor Stadium
1954,14,2/8/1954,Mon,REG,A,Virginia,NA,ACC,L,69,83,NA,8,6,L 2,Memorial Gymnasium
1954,15,2/11/1954,Thu,REG,H,Wake Forest,NA,ACC,L,62,76,NA,8,7,L 3,Woollen Gymnasium
1954,16,2/13/1954,Sat,REG,A,Clemson,NA,ACC,W,72,56,NA,9,7,W 1,Clemson Field House
1954,17,2/16/1954,Tue,REG,H,Davidson,NA,Southern,W,89,69,NA,10,7,W 2,Woollen Gymnasium
1954,18,2/20/1954,Sat,REG,H,Duke,14,ACC,L,63,67,NA,10,8,L 1,Woollen Gymnasium
1954,19,2/24/1954,Wed,REG,A,North Carolina State,NA,ACC,L,48,57,NA,10,9,L 2,Reynolds Coliseum
1954,20,2/27/1954,Sat,REG,A,Citadel,NA,Southern,W,79,52,NA,11,9,W 1,McAlister Field House
1954,21,3/4/1954,Thu,CTOURN,A,North Carolina State,18,ACC,L,51,52,NA,11,10,L 1,Reynolds Coliseum
1955,1,12/4/1954,Sat,REG,H,Clemson,NA,ACC,W,99,66,NA,1,0,W 1,Woollen Gymnasium
1955,2,12/9/1954,Thu,REG,H,South Carolina,NA,ACC,W,88,69,NA,2,0,W 2,Woollen Gymnasium
1955,3,12/11/1954,Sat,REG,A,William & Mary,NA,Southern,L,76,79,NA,2,1,L 1,Blow Gym
1955,4,12/18/1954,Sat,REG,H,Maryland,NA,ACC,L,60,70,NA,2,2,L 2,Woollen Gymnasium
1955,5,12/27/1954,Mon,REG,N,Southern California,13,PCC,W,67,58,NA,3,2,W 1,NA
1955,6,12/28/1954,Tue,REG,N,North Carolina State,2,ACC,L,44,47,NA,3,3,L 1,NA
1955,7,12/29/1954,Wed,REG,N,Duke,18,ACC,W,65,52,NA,4,3,W 1,Raleigh Memorial Auditorium
1955,8,1/3/1955,Mon,REG,A,Louisiana State,NA,SEC,L,77,84,NA,4,4,L 1,Huey Long Field House
1955,9,1/4/1955,Tue,REG,A,Alabama,20,SEC,L,55,77,NA,4,5,L 2,Foster Auditorium
1955,10,1/8/1955,Sat,REG,H,Wake Forest,NA,ACC,W,95,78,NA,5,5,W 1,Woollen Gymnasium
1955,11,1/11/1955,Tue,REG,H,Virginia,NA,ACC,W,96,87,NA,6,5,W 2,Woollen Gymnasium
1955,12,1/14/1955,Fri,REG,A,South Carolina,NA,ACC,W,73,64,NA,7,5,W 3,Carolina Fieldhouse
1955,13,1/15/1955,Sat,REG,A,Clemson,NA,ACC,W,95,87,NA,8,5,W 4,Clemson Field House
1955,14,1/18/1955,Tue,REG,A,North Carolina State,2,ACC,W,84,80,NA,9,5,W 5,Reynolds Coliseum
1955,15,2/4/1955,Fri,REG,H,Duke,NA,ACC,L,68,91,NA,9,6,L 1,Woollen Gymnasium
1955,16,2/11/1955,Fri,REG,N,Virginia,NA,ACC,L,73,98,NA,9,7,L 2,NA
1955,17,2/12/1955,Sat,REG,A,Maryland,11,ACC,L,61,63,NA,9,8,L 3,Ritchie Gymnasium
1955,18,2/16/1955,Wed,REG,A,Wake Forest,NA,ACC,W,83,79,NA,10,8,W 1,Gore Gymnasium
1955,19,2/22/1955,Tue,REG,A,North Carolina State,6,ACC,L,75,79,NA,10,9,L 1,Reynolds Coliseum
1955,20,2/25/1955,Fri,REG,A,Duke,NA,ACC,L,74,96,NA,10,10,L 2,Cameron Indoor Stadium
1955,21,3/3/1955,Thu,REG,H,Wake Forest,NA,ACC,L,82,95,NA,10,11,L 3,Reynolds Coliseum
1956,1,12/3/1955,Sat,REG,H,Clemson,NA,ACC,W,73,58,NA,1,0,W 1,Woollen Gymnasium
1956,2,12/9/1955,Fri,REG,A,Georgia Tech,NA,SEC,W,88,76,NA,2,0,W 2,Heisman Gymnasium
1956,3,12/10/1955,Sat,REG,H,South Carolina,NA,ACC,W,92,75,NA,3,0,W 3,Woollen Gymnasium
1956,4,12/14/1955,Wed,REG,H,Alabama,5,SEC,W,99,77,NA,4,0,W 4,Woollen Gymnasium
1956,5,12/17/1955,Sat,REG,A,Maryland,NA,ACC,W,68,62,NA,5,0,W 5,Cole Fieldhouse
1956,6,12/29/1955,Thu,REG,N,Villanova,NA,Ind,W,86,63,NA,6,0,W 6,NA
1956,7,12/30/1955,Fri,REG,N,Duke,8,ACC,W,74,64,NA,7,0,W 7,Raleigh Memorial Auditorium
1956,8,12/31/1955,Sat,REG,N,North Carolina State,3,ACC,L,60,82,NA,7,1,L 1,NA
1956,9,1/3/1956,Tue,REG,H,Louisiana State,NA,SEC,W,95,69,NA,8,1,W 1,Woollen Gymnasium
1956,10,1/7/1956,Sat,REG,A,Wake Forest,NA,ACC,L,71,76,NA,8,2,L 1,Gore Gymnasium
1956,11,1/10/1956,Tue,REG,H,Virginia,NA,ACC,W,101,65,NA,9,2,W 1,Woollen Gymnasium
1956,12,1/13/1956,Fri,REG,N,South Carolina,NA,ACC,W,75,73,NA,10,2,W 2,NA
1956,13,1/14/1956,Sat,REG,A,Clemson,NA,ACC,W,103,99,NA,11,2,W 3,Clemson Field House
1956,14,1/16/1956,Mon,REG,H,Maryland,NA,ACC,W,64,55,NA,12,2,W 4,Woollen Gymnasium
1956,15,1/18/1956,Wed,REG,H,North Carolina State,3,ACC,W,73,69,NA,13,2,W 5,Woollen Gymnasium
1956,16,2/4/1956,Sat,REG,A,Duke,10,ACC,L,59,64,NA,13,3,L 1,Cameron Indoor Stadium
1956,17,2/7/1956,Tue,REG,H,William & Mary,NA,Southern,W,115,63,NA,14,3,W 1,Woollen Gymnasium
1956,18,2/11/1956,Sat,REG,A,Virginia,NA,ACC,W,83,72,NA,15,3,W 2,Memorial Gymnasium
1956,19,2/15/1956,Wed,REG,H,Wake Forest,NA,ACC,W,77,73,NA,16,3,W 3,Woollen Gymnasium
1956,20,2/21/1956,Tue,REG,A,North Carolina State,6,ACC,L,73,79,NA,16,4,L 1,Reynolds Coliseum
1956,21,2/24/1956,Fri,REG,H,Duke,11,ACC,W,73,65,NA,17,4,W 1,Woollen Gymnasium
1956,22,3/1/1956,Thu,CTOURN,H,Virginia,NA,ACC,W,81,77,NA,18,4,W 2,Reynolds Coliseum
1956,23,3/2/1956,Fri,CTOURN,H,Wake Forest,20,ACC,L,56,77,NA,18,5,L 1,Reynolds Coliseum
1957,1,12/4/1956,Tue,REG,H,Furman,NA,Southern,W,94,66,NA,1,0,W 1,Woollen Gymnasium
1957,2,12/8/1956,Sat,REG,N,Clemson,NA,ACC,W,94,75,NA,2,0,W 2,NA
1957,3,12/12/1956,Wed,REG,N,George Washington,NA,Southern,W,82,55,NA,3,0,W 3,NA
1957,4,12/15/1956,Sat,REG,A,South Carolina,NA,ACC,W,90,86,NA,4,0,W 4,Carolina Fieldhouse
1957,5,12/17/1956,Mon,REG,H,Maryland,NA,ACC,W,70,61,NA,5,0,W 5,Woollen Gymnasium
1957,6,12/20/1956,Thu,REG,A,New York University,NA,Metro NY,W,64,59,NA,6,0,W 6,Alumni Gymnasium
1957,7,12/21/1956,Fri,REG,N,Dartmouth,NA,Ivy,W,89,61,NA,7,0,W 7,NA
1957,8,12/22/1956,Sat,REG,A,Holy Cross,NA,Ind,W,83,70,NA,8,0,W 8,Boston Garden
1957,9,12/27/1956,Thu,REG,N,Utah,NA,MSAC,W,97,76,NA,9,0,W 9,NA
1957,10,12/28/1956,Fri,REG,N,Duke,9,ACC,W,87,71,NA,10,0,W 10,Raleigh Memorial Auditorium
1957,11,12/29/1956,Sat,REG,N,Wake Forest,NA,ACC,W,63,55,NA,11,0,W 11,NA
1957,12,1/8/1957,Tue,REG,A,William & Mary,NA,Southern,W,71,61,NA,12,0,W 12,Blow Gym
1957,13,1/11/1957,Fri,REG,H,Clemson,NA,ACC,W,86,54,NA,13,0,W 13,Woollen Gymnasium
1957,14,1/12/1957,Sat,REG,H,Virginia,NA,ACC,W,102,90,NA,14,0,W 14,Woollen Gymnasium
1957,15,1/15/1957,Tue,REG,A,North Carolina State,NA,ACC,W,83,57,NA,15,0,W 15,Reynolds Coliseum
1957,16,2/5/1957,Tue,REG,A,Maryland,NA,ACC,W,65,61,NA,16,0,W 16,Cole Fieldhouse
1957,17,2/9/1957,Sat,REG,H,Duke,NA,ACC,W,75,73,NA,17,0,W 17,Woollen Gymnasium
1957,18,2/11/1957,Mon,REG,A,Virginia,NA,ACC,W,68,59,NA,18,0,W 18,Memorial Gymnasium
1957,19,2/13/1957,Wed,REG,H,Wake Forest,11,ACC,W,72,69,NA,19,0,W 19,Woollen Gymnasium
1957,20,2/19/1957,Tue,REG,H,North Carolina State,NA,ACC,W,86,57,NA,20,0,W 20,Woollen Gymnasium
1957,21,2/22/1957,Fri,REG,H,South Carolina,NA,ACC,W,75,62,NA,21,0,W 21,Woollen Gymnasium
1957,22,2/26/1957,Tue,REG,A,Wake Forest,13,ACC,W,69,64,NA,22,0,W 22,Winston-Salem Memorial Coliseum
1957,23,3/1/1957,Fri,REG,A,Duke,NA,ACC,W,86,72,NA,23,0,W 23,Cameron Indoor Stadium
1957,24,3/7/1957,Thu,CTOURN,H,Clemson,NA,ACC,W,81,61,NA,24,0,W 24,Reynolds Coliseum
1957,25,3/8/1957,Fri,CTOURN,H,Wake Forest,20,ACC,W,61,59,NA,25,0,W 25,Reynolds Coliseum
1957,26,3/9/1957,Sat,CTOURN,H,South Carolina,NA,ACC,W,95,75,NA,26,0,W 26,Reynolds Coliseum
1957,27,3/12/1957,Tue,NCAA,N,Yale,NA,Ivy,W,90,74,NA,27,0,W 27,NA
1957,28,3/15/1957,Fri,NCAA,N,Canisius,20,WNY3,W,87,75,NA,28,0,W 28,NA
1957,29,3/17/1957,Sun,NCAA,N,Syracuse,NA,Ind,W,67,58,NA,29,0,W 29,NA
1957,30,3/22/1957,Fri,NCAA,N,Michigan State,11,Big Ten,W,74,70,3OT,30,0,W 30,NA
1957,31,3/23/1957,Sat,NCAA,N,Kansas,2,Big 7,W,54,53,3OT,31,0,W 31,NA
1958,1,12/7/1957,Sat,REG,H,Clemson,NA,ACC,W,79,55,NA,1,0,W 1,Woollen Gymnasium
1958,2,12/10/1957,Tue,REG,A,George Washington,NA,Southern,W,86,59,NA,2,0,W 2,Uline Arena
1958,3,12/12/1957,Thu,REG,N,Furman,NA,Southern,W,91,74,NA,3,0,W 3,NA
1958,4,12/14/1957,Sat,REG,H,South Carolina,NA,ACC,W,70,58,NA,4,0,W 4,Woollen Gymnasium
1958,5,12/20/1957,Fri,REG,N,Minnesota,10,Big Ten,W,73,67,NA,5,0,W 5,NA
1958,6,12/21/1957,Sat,REG,N,West Virginia,8,Southern,L,64,75,NA,5,1,L 1,Memorial Coliseum
1958,7,12/26/1957,Thu,REG,N,Saint Louis,18,MVC,W,63,48,NA,6,1,W 1,NA
1958,8,12/27/1957,Fri,REG,N,Duke,NA,ACC,W,76,62,NA,7,1,W 2,Raleigh Memorial Auditorium
1958,9,12/28/1957,Sat,REG,A,North Carolina State,13,ACC,W,39,30,NA,8,1,W 3,Reynolds Coliseum
1958,10,1/4/1958,Sat,REG,H,Wake Forest,NA,ACC,W,71,45,NA,9,1,W 4,Woollen Gymnasium
1958,11,1/7/1958,Tue,REG,H,William & Mary,NA,Southern,W,79,63,NA,10,1,W 5,Woollen Gymnasium
1958,12,1/9/1958,Thu,REG,H,Virginia,NA,ACC,W,82,66,NA,11,1,W 6,Woollen Gymnasium
1958,13,1/11/1958,Sat,REG,A,Maryland,11,ACC,L,61,74,NA,11,2,L 1,Cole Fieldhouse
1958,14,1/15/1958,Wed,REG,H,North Carolina State,20,ACC,L,57,58,NA,11,3,L 2,Woollen Gymnasium
1958,15,1/18/1958,Sat,REG,A,Clemson,NA,ACC,W,90,81,NA,12,3,W 1,Clemson Field House
1958,16,2/1/1958,Sat,REG,A,South Carolina,NA,ACC,W,115,88,NA,13,3,W 2,Carolina Fieldhouse
1958,17,2/8/1958,Sat,REG,H,Duke,13,ACC,L,75,91,NA,13,4,L 1,Woollen Gymnasium
1958,18,2/11/1958,Tue,REG,A,Virginia,NA,ACC,W,73,66,NA,14,4,W 1,Memorial Gymnasium
1958,19,2/13/1958,Thu,REG,A,Wake Forest,NA,ACC,W,60,57,NA,15,4,W 2,Winston-Salem Memorial Coliseum
1958,20,2/15/1958,Sat,REG,N,Notre Dame,17,Ind,L,70,89,NA,15,5,L 1,NA
1958,21,2/18/1958,Tue,REG,A,North Carolina State,9,ACC,W,81,69,NA,16,5,W 1,Reynolds Coliseum
1958,22,2/22/1958,Sat,REG,H,Maryland,14,ACC,W,66,59,NA,17,5,W 2,Woollen Gymnasium
1958,23,2/28/1958,Fri,REG,A,Duke,6,ACC,L,46,59,NA,17,6,L 1,Cameron Indoor Stadium
1958,24,3/6/1958,Thu,CTOURN,H,Clemson,NA,ACC,W,62,51,NA,18,6,W 1,Reynolds Coliseum
1958,25,3/7/1958,Fri,CTOURN,A,North Carolina State,14,ACC,W,64,58,NA,19,6,W 2,Reynolds Coliseum
1958,26,3/8/1958,Sat,CTOURN,H,Maryland,17,ACC,L,74,86,NA,19,7,L 1,Reynolds Coliseum
1959,1,12/3/1958,Wed,REG,H,Clemson,NA,ACC,W,83,67,NA,1,0,W 1,Woollen Gymnasium
1959,2,12/8/1958,Mon,REG,H,Virginia,NA,ACC,W,83,61,NA,2,0,W 2,Woollen Gymnasium
1959,3,12/16/1958,Tue,REG,A,South Carolina,NA,ACC,W,70,57,NA,3,0,W 3,Carolina Fieldhouse
1959,4,12/19/1958,Fri,REG,N,Notre Dame,NA,Ind,W,81,77,NA,4,0,W 4,NA
1959,5,12/20/1958,Sat,REG,N,Northwestern,6,Big Ten,W,78,64,NA,5,0,W 5,NA
1959,6,12/29/1958,Mon,REG,N,Yale,NA,Ivy,W,92,65,NA,6,0,W 6,NA
1959,7,12/30/1958,Tue,REG,N,Michigan State,7,Big Ten,L,58,75,NA,6,1,L 1,NA
1959,8,12/31/1958,Wed,REG,N,Cincinnati,2,MVC,W,90,88,NA,7,1,W 1,NA
