Season,G,Game_Date,Game_Day,Type,Where,Opponent_School,Opponent_Ranking,Conf,Result,Tm,Opp,OT,W,L,Streak,Arena
1971,11,1/4/1971,Mon,REG,H,South Carolina,2,ACC,W,79,64,NA,9,2,W 4,Carmichael Auditorium
1971,12,1/9/1971,Sat,REG,H,Duke,NA,ACC,W,79,74,NA,10,2,W 5,Carmichael Auditorium
1971,13,1/14/1971,Thu,REG,H,Clemson,NA,ACC,W,92,72,NA,11,2,W 6,Carmichael Auditorium
1971,14,1/16/1971,Sat,REG,A,Wake Forest,NA,ACC,L,84,96,NA,11,3,L 1,Winston-Salem Memorial Coliseum
1971,15,1/30/1971,Sat,REG,H,Maryland,NA,ACC,W,105,79,NA,12,3,W 1,Carmichael Auditorium
1971,16,2/4/1971,Thu,REG,H,Wake Forest,NA,ACC,W,93,75,NA,13,3,W 2,Carmichael Auditorium
1971,17,2/8/1971,Mon,REG,A,North Carolina State,NA,ACC,W,65,63,NA,14,3,W 3,Reynolds Coliseum
1971,18,2/12/1971,Fri,REG,N,Georgia Tech,NA,Ind,W,87,58,NA,15,3,W 4,NA
1971,19,2/13/1971,Sat,REG,N,Clemson,NA,ACC,W,86,48,NA,16,3,W 5,NA
1971,20,2/17/1971,Wed,REG,A,Maryland,NA,ACC,W,100,76,NA,17,3,W 6,Cole Fieldhouse
1971,21,2/20/1971,Sat,REG,A,South Carolina,7,ACC,L,66,72,NA,17,4,L 1,Carolina Coliseum
1971,22,2/22/1971,Mon,REG,H,Florida State,NA,Ind,W,70,61,NA,18,4,W 1,Carmichael Auditorium
1971,23,2/27/1971,Sat,REG,A,Virginia,NA,ACC,W,75,74,NA,19,4,W 2,University Hall
1971,24,3/3/1971,Wed,REG,H,North Carolina State,NA,ACC,W,97,81,NA,20,4,W 3,Carmichael Auditorium
1971,25,3/6/1971,Sat,REG,A,Duke,NA,ACC,L,83,92,NA,20,5,L 1,Cameron Indoor Stadium
1971,26,3/11/1971,Thu,CTOURN,N,Clemson,NA,ACC,W,76,41,NA,21,5,W 1,Greensboro Coliseum
1971,27,3/12/1971,Fri,CTOURN,N,Virginia,NA,ACC,W,78,68,NA,22,5,W 2,Greensboro Coliseum
1971,28,3/13/1971,Sat,CTOURN,N,South Carolina,6,ACC,L,51,52,NA,22,6,L 1,Greensboro Coliseum
1971,29,3/20/1971,Sat,NIT,N,Massachusetts,NA,Yankee,W,90,49,NA,23,6,W 1,Madison Square Garden (IV)
1971,30,3/22/1971,Mon,NIT,N,Providence,NA,Ind,W,86,79,NA,24,6,W 2,Madison Square Garden (IV)
1971,31,3/25/1971,Thu,NIT,N,Duke,NA,ACC,W,73,67,NA,25,6,W 3,Madison Square Garden (IV)
1971,32,3/27/1971,Sat,NIT,N,Georgia Tech,NA,Ind,W,84,64,NA,26,6,W 4,Madison Square Garden (IV)
1972,1,12/2/1971,Thu,REG,H,Rice,NA,SWC,W,127,69,NA,1,0,W 1,Carmichael Auditorium
1972,2,12/4/1971,Sat,REG,A,Pittsburgh,NA,Ind,W,90,75,NA,2,0,W 2,Fitzgerald Fieldhouse
1972,3,12/6/1971,Mon,REG,A,Princeton,NA,Ivy,L,73,89,NA,2,1,L 1,Jadwin Gymnasium
1972,4,12/11/1971,Sat,REG,H,Virginia Tech,NA,Ind,W,93,60,NA,3,1,W 1,Carmichael Auditorium
1972,5,12/17/1971,Fri,REG,N,Wake Forest,NA,ACC,W,99,76,NA,4,1,W 2,NA
1972,6,12/18/1971,Sat,REG,N,North Carolina State,NA,ACC,W,99,68,NA,5,1,W 3,NA
1972,7,12/27/1971,Mon,REG,N,Harvard,NA,Ivy,W,96,78,NA,6,1,W 4,NA
1972,8,12/29/1971,Wed,REG,N,Saint Joseph's,NA,Mid-Atl,W,93,77,NA,7,1,W 5,NA
1972,9,12/30/1971,Thu,REG,N,Bradley,NA,MVC,W,75,69,NA,8,1,W 6,NA
1972,10,1/8/1972,Sat,REG,H,Furman,NA,Southern,W,118,66,NA,9,1,W 7,Carmichael Auditorium
1972,11,1/12/1972,Wed,REG,A,Clemson,NA,ACC,W,81,61,NA,10,1,W 8,Littlejohn Coliseum
1972,12,1/15/1972,Sat,REG,A,Virginia,8,ACC,W,85,79,NA,11,1,W 9,University Hall
1972,13,1/19/1972,Wed,REG,H,Wake Forest,NA,ACC,W,92,77,NA,12,1,W 10,Carmichael Auditorium
1972,14,1/22/1972,Sat,REG,A,Duke,NA,ACC,L,74,76,NA,12,2,L 1,Cameron Indoor Stadium
1972,15,1/29/1972,Sat,REG,H,Maryland,18,ACC,W,92,72,NA,13,2,W 1,Carmichael Auditorium
1972,16,2/3/1972,Thu,REG,A,Wake Forest,NA,ACC,W,71,59,NA,14,2,W 2,Winston-Salem Memorial Coliseum
1972,17,2/7/1972,Mon,REG,H,North Carolina State,NA,ACC,W,101,78,NA,15,2,W 3,Carmichael Auditorium
1972,18,2/11/1972,Fri,REG,N,Clemson,NA,ACC,W,73,50,NA,16,2,W 4,NA
1972,19,2/12/1972,Sat,REG,A,Georgia Tech,NA,Ind,W,118,73,NA,17,2,W 5,Alexander Memorial Coliseum
1972,20,2/16/1972,Wed,REG,A,Maryland,19,ACC,L,77,79,NA,17,3,L 1,Cole Fieldhouse
1972,21,2/19/1972,Sat,REG,N,Notre Dame,NA,Ind,W,99,74,NA,18,3,W 1,NA
1972,22,2/23/1972,Wed,REG,H,Georgia Tech,NA,Ind,W,87,66,NA,19,3,W 2,Carmichael Auditorium
1972,23,2/26/1972,Sat,REG,A,Virginia,13,ACC,W,91,78,NA,20,3,W 3,University Hall
1972,24,2/29/1972,Tue,REG,A,North Carolina State,NA,ACC,L,84,85,NA,20,4,L 1,Reynolds Coliseum
1972,25,3/4/1972,Sat,REG,H,Duke,NA,ACC,W,93,69,NA,21,4,W 1,Carmichael Auditorium
1972,26,3/10/1972,Fri,CTOURN,N,Duke,NA,ACC,W,63,48,NA,22,4,W 2,Greensboro Coliseum
1972,27,3/11/1972,Sat,REG,N,Maryland,13,ACC,W,73,64,NA,23,4,W 3,NA
1972,28,3/16/1972,Thu,NCAA,N,South Carolina,6,Ind,W,92,69,NA,24,4,W 4,NA
1972,29,3/18/1972,Sat,NCAA,N,Pennsylvania,3,Ivy,W,73,59,NA,25,4,W 5,NA
1972,30,3/23/1972,Thu,NCAA,N,Florida State,10,Ind,L,75,79,NA,25,5,L 1,NA
1972,31,3/25/1972,Sat,NCAA,N,Louisville,4,MVC,W,105,91,NA,26,5,W 1,NA
1973,1,12/2/1972,Sat,REG,H,Pittsburgh,NA,Ind,W,99,70,NA,1,0,W 1,Carmichael Auditorium
1973,2,12/5/1972,Tue,REG,N,Dartmouth,NA,Ivy,W,128,86,NA,2,0,W 2,NA
1973,3,12/9/1972,Sat,REG,N,Virginia Tech,NA,Ind,W,96,82,NA,3,0,W 3,NA
1973,4,12/11/1972,Mon,REG,A,Kentucky,8,SEC,W,78,70,NA,4,0,W 4,Freedom Hall
1973,5,12/15/1972,Fri,REG,N,Duke,NA,ACC,W,91,86,NA,5,0,W 5,Greensboro Coliseum
1973,6,12/16/1972,Sat,REG,N,North Carolina State,6,ACC,L,61,68,NA,5,1,L 1,NA
1973,7,12/22/1972,Fri,REG,A,University of California,NA,Pac-8,W,64,61,NA,6,1,W 1,Harmon Gym
1973,8,12/28/1972,Thu,REG,N,Utah,NA,WAC,W,73,61,NA,7,1,W 2,NA
1973,9,12/29/1972,Fri,REG,N,Washington,NA,Pac-8,W,89,72,NA,8,1,W 3,NA
1973,10,12/30/1972,Sat,REG,N,Louisville,NA,MVC,W,89,86,NA,9,1,W 4,NA
1973,11,1/4/1973,Thu,REG,N,Furman,NA,Southern,W,100,67,NA,10,1,W 5,NA
1973,12,1/6/1973,Sat,REG,N,Nebraska,NA,Big 8,W,79,62,NA,11,1,W 6,NA
1973,13,1/10/1973,Wed,REG,H,Clemson,NA,ACC,W,92,58,NA,12,1,W 7,Carmichael Auditorium
1973,14,1/17/1973,Wed,REG,A,Wake Forest,NA,ACC,W,99,80,NA,13,1,W 8,Winston-Salem Memorial Coliseum
1973,15,1/20/1973,Sat,REG,H,Duke,NA,ACC,W,82,71,NA,14,1,W 9,Carmichael Auditorium
1973,16,1/25/1973,Thu,REG,H,Virginia,NA,ACC,L,78,84,NA,14,2,L 1,Carmichael Auditorium
1973,17,1/27/1973,Sat,REG,A,Maryland,4,ACC,L,88,94,NA,14,3,L 2,Cole Fieldhouse
1973,18,1/31/1973,Wed,REG,H,Wake Forest,NA,ACC,W,69,51,NA,15,3,W 1,Carmichael Auditorium
1973,19,2/5/1973,Mon,REG,A,North Carolina State,2,ACC,L,73,76,NA,15,4,L 1,Reynolds Coliseum
1973,20,2/9/1973,Fri,REG,N,Georgia Tech,NA,Ind,W,107,72,NA,16,4,W 1,NA
1973,21,2/10/1973,Sat,REG,N,Clemson,NA,ACC,W,84,69,NA,17,4,W 2,NA
1973,22,2/14/1973,Wed,REG,H,Maryland,10,ACC,W,95,85,NA,18,4,W 3,Carmichael Auditorium
1973,23,2/17/1973,Sat,REG,N,Florida State,NA,Ind,W,91,79,NA,19,4,W 4,NA
1973,24,2/21/1973,Wed,REG,H,Miami,NA,MAC,L,92,102,NA,19,5,L 1,Carmichael Auditorium
1973,25,2/24/1973,Sat,REG,A,Virginia,NA,ACC,W,76,68,NA,20,5,W 1,University Hall
1973,26,2/27/1973,Tue,REG,A,North Carolina State,2,ACC,L,78,82,NA,20,6,L 1,Reynolds Coliseum
1973,27,3/3/1973,Sat,REG,A,Duke,NA,ACC,W,72,70,NA,21,6,W 1,Cameron Indoor Stadium
1973,28,3/8/1973,Thu,CTOURN,A,Wake Forest,NA,ACC,L,52,54,OT,21,7,L 1,Greensboro Coliseum
1973,29,3/17/1973,Sat,NIT,N,Oral Roberts,NA,Ind,W,82,65,NA,22,7,W 1,Madison Square Garden (IV)
1973,30,3/20/1973,Tue,NIT,N,Massachusetts,NA,Yankee,W,73,63,NA,23,7,W 2,Madison Square Garden (IV)
1973,31,3/24/1973,Sat,NIT,N,Notre Dame,NA,Ind,L,71,78,NA,23,8,L 1,Madison Square Garden (IV)
1973,32,3/25/1973,Sun,NIT,N,Alabama,NA,SEC,W,88,69,NA,24,8,W 1,Madison Square Garden (IV)
1974,1,12/1/1973,Sat,REG,H,Houston,14,Ind,W,97,74,NA,1,0,W 1,Carmichael Auditorium
1974,2,12/5/1973,Wed,REG,H,University of California,NA,Pac-8,W,74,70,NA,2,0,W 2,Carmichael Auditorium
1974,3,12/8/1973,Sat,REG,H,Vermont,NA,Yankee,W,103,48,NA,3,0,W 3,Carmichael Auditorium
1974,4,12/10/1973,Mon,REG,H,Kentucky,10,SEC,W,101,84,NA,4,0,W 4,Greensboro Coliseum
1974,5,12/15/1973,Sat,REG,H,East Tennessee State,NA,OVC,W,81,63,NA,5,0,W 5,Carmichael Auditorium
1974,6,12/20/1973,Thu,REG,N,Virginia Tech,NA,Ind,W,83,78,NA,6,0,W 6,NA
1974,7,1/4/1974,Fri,REG,N,North Carolina State,5,ACC,L,77,78,NA,6,1,L 1,NA
1974,8,1/5/1974,Sat,REG,N,Duke,NA,ACC,W,84,75,NA,7,1,W 1,Greensboro Coliseum
1974,9,1/9/1974,Wed,REG,A,Clemson,NA,ACC,W,102,90,NA,8,1,W 2,Littlejohn Coliseum
1974,10,1/12/1974,Sat,REG,A,Virginia,NA,ACC,W,87,75,NA,9,1,W 3,University Hall
1974,11,1/16/1974,Wed,REG,H,Wake Forest,NA,ACC,W,95,78,NA,10,1,W 4,Carmichael Auditorium
1974,12,1/19/1974,Sat,REG,A,Duke,NA,ACC,W,73,71,NA,11,1,W 5,Cameron Indoor Stadium
1974,13,1/22/1974,Tue,REG,H,North Carolina State,3,ACC,L,80,83,NA,11,2,L 1,Carmichael Auditorium
1974,14,1/26/1974,Sat,REG,H,Maryland,5,ACC,W,82,73,NA,12,2,W 1,Carmichael Auditorium
1974,15,1/30/1974,Wed,REG,A,Wake Forest,NA,ACC,W,77,67,NA,13,2,W 2,Winston-Salem Memorial Coliseum
1974,16,2/2/1974,Sat,REG,H,Clemson,NA,ACC,W,61,60,NA,14,2,W 3,Carmichael Auditorium
1974,17,2/8/1974,Fri,REG,N,Furman,NA,Southern,W,95,69,NA,15,2,W 4,NA
1974,18,2/9/1974,Sat,REG,N,Georgia Tech,NA,Ind,W,108,70,NA,16,2,W 5,NA
1974,19,2/13/1974,Wed,REG,A,Maryland,6,ACC,L,80,91,NA,16,3,L 1,Cole Fieldhouse
1974,20,2/16/1974,Sat,REG,N,Florida State,NA,Ind,W,104,85,NA,17,3,W 1,NA
1974,21,2/20/1974,Wed,REG,H,Miami,NA,MAC,W,83,69,NA,18,3,W 2,Carmichael Auditorium
1974,22,2/23/1974,Sat,REG,H,Virginia,NA,ACC,W,94,61,NA,19,3,W 3,Carmichael Auditorium
1974,23,2/26/1974,Tue,REG,A,North Carolina State,1,ACC,L,72,83,NA,19,4,L 1,Reynolds Coliseum
1974,24,3/2/1974,Sat,REG,H,Duke,NA,ACC,W,96,92,OT,20,4,W 1,Carmichael Auditorium
1974,25,3/7/1974,Thu,CTOURN,A,Wake Forest,NA,ACC,W,76,62,NA,21,4,W 2,Greensboro Coliseum
1974,26,3/8/1974,Fri,CTOURN,N,Maryland,4,ACC,L,85,105,NA,21,5,L 1,Greensboro Coliseum
1974,27,3/16/1974,Sat,NIT,N,Purdue,NA,Big Ten,L,71,82,NA,21,6,L 2,Madison Square Garden (IV)
1975,1,12/4/1974,Wed,REG,H,East Tennessee State,NA,OVC,W,93,71,NA,1,0,W 1,Carmichael Auditorium
1975,2,12/7/1974,Sat,REG,A,Houston,20,Ind,W,96,87,NA,2,0,W 2,Hofheinz Pavilion
1975,3,12/9/1974,Mon,REG,A,Kentucky,15,SEC,L,78,90,NA,2,1,L 1,Freedom Hall
1975,4,12/21/1974,Sat,REG,A,Yale,NA,Ivy,W,70,53,NA,3,1,W 1,John J. Lee Ampitheater
1975,5,12/28/1974,Sat,REG,N,Utah,NA,WAC,W,94,91,NA,4,1,W 2,NA
1975,6,1/3/1975,Fri,REG,N,Duke,NA,ACC,L,96,99,OT,4,2,L 1,Greensboro Coliseum
1975,7,1/4/1975,Sat,REG,A,North Carolina State,1,ACC,L,67,82,NA,4,3,L 2,Reynolds Coliseum
1975,8,1/9/1975,Thu,REG,H,Clemson,NA,ACC,W,74,72,NA,5,3,W 1,Carmichael Auditorium
1975,9,1/11/1975,Sat,REG,H,Howard,NA,MEAC,W,109,67,NA,6,3,W 2,Carmichael Auditorium
1975,10,1/15/1975,Wed,REG,A,Wake Forest,NA,ACC,W,80,78,NA,7,3,W 3,Winston-Salem Memorial Coliseum
1975,11,1/18/1975,Sat,REG,A,North Carolina State,4,ACC,L,85,88,NA,7,4,L 1,Reynolds Coliseum
1975,12,1/22/1975,Wed,REG,H,Virginia,NA,ACC,W,85,70,NA,8,4,W 1,Carmichael Auditorium
1975,13,1/25/1975,Sat,REG,H,Maryland,3,ACC,W,69,66,NA,9,4,W 2,Carmichael Auditorium
1975,14,1/29/1975,Wed,REG,H,Wake Forest,NA,ACC,W,101,91,NA,10,4,W 3,Carmichael Auditorium
1975,15,2/1/1975,Sat,REG,A,Clemson,NA,ACC,L,72,80,NA,10,5,L 1,Littlejohn Coliseum
1975,16,2/3/1975,Mon,REG,H,South Florida,NA,Ind,W,79,72,NA,11,5,W 1,Carmichael Auditorium
1975,17,2/7/1975,Fri,REG,N,Furman,NA,Southern,W,86,81,NA,12,5,W 2,NA
1975,18,2/8/1975,Sat,REG,N,Georgia Tech,NA,Ind,W,111,81,NA,13,5,W 3,NA
1975,19,2/12/1975,Wed,REG,H,Duke,NA,ACC,W,78,70,NA,14,5,W 4,Carmichael Auditorium
1975,20,2/15/1975,Sat,REG,H,Maryland,3,ACC,L,74,96,NA,14,6,L 1,Carmichael Auditorium
1975,21,2/17/1975,Mon,REG,A,Virginia Tech,NA,Ind,W,87,75,NA,15,6,W 1,Cassell Coliseum
1975,22,2/22/1975,Sat,REG,A,Virginia,NA,ACC,L,62,65,NA,15,7,L 1,University Hall
1975,23,2/25/1975,Tue,REG,H,North Carolina State,7,ACC,W,76,74,NA,16,7,W 1,Carmichael Auditorium
1975,24,3/1/1975,Sat,REG,A,Duke,NA,ACC,W,74,70,NA,17,7,W 2,Cameron Indoor Stadium
1975,25,3/6/1975,Thu,CTOURN,A,Wake Forest,NA,ACC,W,101,100,OT,18,7,W 3,Greensboro Coliseum
1975,26,3/7/1975,Fri,CTOURN,N,Clemson,14,ACC,W,76,71,NA,19,7,W 4,Greensboro Coliseum
1975,27,3/8/1975,Sat,CTOURN,N,North Carolina State,8,ACC,W,70,66,NA,20,7,W 5,Greensboro Coliseum
1975,28,3/15/1975,Sat,NCAA,N,New Mexico State,NA,MVC,W,93,69,NA,21,7,W 6,NA
1975,29,3/20/1975,Thu,NCAA,N,Syracuse,20,Ind,L,76,78,NA,21,8,L 1,NA
1975,30,3/22/1975,Sat,NCAA,N,Boston College,NA,Ind,W,110,90,NA,22,8,W 1,NA
1976,1,11/29/1975,Sat,REG,H,Howard,NA,MEAC,W,115,75,NA,1,0,W 1,Carmichael Auditorium
1976,2,12/4/1975,Thu,REG,N,Seton Hall,NA,Ind,W,75,63,NA,2,0,W 2,NA
1976,3,12/6/1975,Sat,REG,H,Virginia Tech,NA,Ind,W,88,75,NA,3,0,W 3,Carmichael Auditorium
1976,4,12/8/1975,Mon,REG,H,Kentucky,7,SEC,W,90,77,NA,4,0,W 4,Charlotte Coliseum
1976,5,12/20/1975,Sat,REG,A,East Tennessee State,NA,OVC,W,104,67,NA,5,0,W 5,Brooks Gym
1976,6,12/22/1975,Mon,REG,A,South Florida,NA,Ind,W,70,64,NA,6,0,W 6,Curtis Hixon Hall
1976,7,1/2/1976,Fri,REG,N,Wake Forest,NA,ACC,L,88,95,NA,6,1,L 1,NA
1976,8,1/3/1976,Sat,REG,N,Duke,NA,ACC,W,77,74,NA,7,1,W 1,Greensboro Coliseum
1976,9,1/5/1976,Mon,REG,H,Yale,NA,Ivy,W,81,42,NA,8,1,W 2,Carmichael Auditorium
1976,10,1/7/1976,Wed,REG,A,Clemson,NA,ACC,W,83,64,NA,9,1,W 3,Littlejohn Coliseum
1976,11,1/10/1976,Sat,REG,A,Virginia,NA,ACC,W,85,82,NA,10,1,W 4,University Hall
1976,12,1/14/1976,Wed,REG,H,Wake Forest,5,ACC,W,99,75,NA,11,1,W 5,Carmichael Auditorium
1976,13,1/17/1976,Sat,REG,A,Duke,NA,ACC,W,89,87,NA,12,1,W 6,Cameron Indoor Stadium
1976,14,1/18/1976,Sun,REG,H,North Carolina State,13,ACC,L,67,68,NA,12,2,L 1,Carmichael Auditorium
1976,15,1/25/1976,Sun,REG,H,Maryland,2,ACC,W,95,93,NA,13,2,W 1,Carmichael Auditorium
1976,16,1/28/1976,Wed,REG,A,Wake Forest,NA,ACC,W,88,85,NA,14,2,W 2,Winston-Salem Memorial Coliseum
1976,17,1/31/1976,Sat,REG,H,Clemson,NA,ACC,W,79,64,NA,15,2,W 3,Carmichael Auditorium
1976,18,2/4/1976,Wed,REG,A,Detroit Mercy,NA,Ind,W,91,76,NA,16,2,W 4,Calihan Hall
1976,19,2/6/1976,Fri,REG,N,Georgia Tech,NA,Metro,W,79,74,NA,17,2,W 5,NA
1976,20,2/7/1976,Sat,REG,N,Furman,NA,Southern,W,97,64,NA,18,2,W 6,NA
1976,21,2/11/1976,Wed,REG,A,Maryland,4,ACC,W,81,69,NA,19,2,W 7,Cole Fieldhouse
1976,22,2/14/1976,Sat,REG,A,Tulane,NA,Metro,W,113,106,NA,20,2,W 8,Avron B. Fogelman Arena
1976,23,2/18/1976,Wed,REG,A,Miami,NA,MAC,W,77,75,NA,21,2,W 9,Millett Hall
1976,24,2/21/1976,Sat,REG,H,Virginia,NA,ACC,W,73,71,NA,22,2,W 10,Carmichael Auditorium
1976,25,2/24/1976,Tue,REG,A,North Carolina State,15,ACC,W,91,79,NA,23,2,W 11,Reynolds Coliseum
1976,26,2/28/1976,Sat,REG,H,Duke,NA,ACC,W,91,71,NA,24,2,W 12,Carmichael Auditorium
1976,27,3/5/1976,Fri,CTOURN,N,Clemson,NA,ACC,W,82,74,NA,25,2,W 13,Capital Centre
1976,28,3/6/1976,Sat,CTOURN,N,Virginia,NA,ACC,L,62,67,NA,25,3,L 1,Capital Centre
1976,29,3/13/1976,Sat,NCAA,N,Alabama,8,SEC,L,64,79,NA,25,4,L 2,NA
1977,1,11/26/1976,Fri,REG,N,North Carolina State,15,ACC,W,78,66,NA,1,0,W 1,NA
1977,2,11/27/1976,Sat,REG,N,Wake Forest,NA,ACC,L,96,97,NA,1,1,L 1,NA
1977,3,12/1/1976,Wed,REG,H,Marshall,NA,Southern,W,90,70,NA,2,1,W 1,Carmichael Auditorium
1977,4,12/6/1976,Mon,REG,A,Michigan State,NA,Big Ten,W,81,58,NA,3,1,W 2,Jenison Field House
1977,5,12/11/1976,Sat,REG,A,Virginia Tech,NA,Ind,W,81,77,NA,4,1,W 3,Cassell Coliseum
1977,6,12/20/1976,Mon,REG,H,Brigham Young,NA,WAC,W,113,83,NA,5,1,W 4,Carmichael Auditorium
1977,7,12/27/1976,Mon,REG,N,Oral Roberts,NA,Ind,W,100,84,NA,6,1,W 5,NA
1977,8,12/28/1976,Tue,REG,N,Oregon,NA,Pac-8,W,86,60,NA,7,1,W 6,NA
1977,9,12/30/1976,Thu,REG,N,Weber State,NA,Big Sky,W,75,54,NA,8,1,W 7,NA
1977,10,1/5/1977,Wed,REG,N,Clemson,16,ACC,W,91,63,NA,9,1,W 8,NA
1977,11,1/8/1977,Sat,REG,H,Virginia,NA,ACC,W,91,67,NA,10,1,W 9,Carmichael Auditorium
1977,12,1/13/1977,Thu,REG,A,Wake Forest,7,ACC,W,77,75,NA,11,1,W 10,Winston-Salem Memorial Coliseum
1977,13,1/15/1977,Sat,REG,H,Duke,NA,ACC,W,77,68,NA,12,1,W 11,Carmichael Auditorium
1977,14,1/19/1977,Wed,REG,A,North Carolina State,NA,ACC,L,73,75,NA,12,2,L 1,Reynolds Coliseum
1977,15,1/22/1977,Sat,REG,A,Maryland,13,ACC,W,71,68,NA,13,2,W 1,Cole Fieldhouse
1977,16,1/26/1977,Wed,REG,H,Wake Forest,10,ACC,L,66,67,NA,13,3,L 1,Carmichael Auditorium
1977,17,1/29/1977,Sat,REG,A,Clemson,19,ACC,L,73,93,NA,13,4,L 2,Littlejohn Coliseum
1977,18,2/4/1977,Fri,REG,N,Georgia Tech,NA,Metro,W,97,74,NA,14,4,W 1,NA
1977,19,2/5/1977,Sat,REG,N,Furman,NA,Southern,W,88,71,NA,15,4,W 2,NA
1977,20,2/9/1977,Wed,REG,H,Maryland,NA,ACC,W,97,70,NA,16,4,W 3,Carmichael Auditorium
1977,21,2/12/1977,Sat,REG,N,Tulane,NA,Metro,W,106,94,NA,17,4,W 4,NA
1977,22,2/16/1977,Wed,REG,H,South Florida,NA,Sun Belt,W,100,65,NA,18,4,W 5,Carmichael Auditorium
1977,23,2/20/1977,Sun,REG,A,Virginia,NA,ACC,W,66,64,NA,19,4,W 6,University Hall
1977,24,2/23/1977,Wed,REG,H,North Carolina State,NA,ACC,W,90,73,NA,20,4,W 7,Carmichael Auditorium
1977,25,2/26/1977,Sat,REG,A,Duke,NA,ACC,W,84,71,NA,21,4,W 8,Cameron Indoor Stadium
1977,26,2/27/1977,Sun,REG,H,Louisville,10,Metro,W,96,89,NA,22,4,W 9,Carmichael Auditorium
1977,27,3/4/1977,Fri,CTOURN,N,North Carolina State,NA,ACC,W,70,56,NA,23,4,W 10,Greensboro Coliseum
1977,28,3/5/1977,Sat,CTOURN,N,Virginia,NA,ACC,W,75,69,NA,24,4,W 11,Greensboro Coliseum
1977,29,3/12/1977,Sat,NCAA,N,Purdue,NA,Big Ten,W,69,66,NA,25,4,W 12,NA
1977,30,3/17/1977,Thu,NCAA,N,Notre Dame,10,Ind,W,79,77,NA,26,4,W 13,NA
1977,31,3/19/1977,Sat,NCAA,N,Kentucky,3,SEC,W,79,72,NA,27,4,W 14,NA
1977,32,3/26/1977,Sat,NCAA,N,Nevada-Las Vegas,NA,Ind,W,84,83,NA,28,4,W 15,NA
1977,33,3/28/1977,Mon,NCAA,N,Marquette,7,Ind,L,59,67,NA,28,5,L 1,NA
1978,1,11/26/1977,Sat,REG,H,Oregon State,NA,Pac-8,W,94,63,NA,1,0,W 1,Charlotte Coliseum
1978,2,11/30/1977,Wed,REG,H,Oregon State,NA,Pac-8,W,90,64,NA,2,0,W 2,Carmichael Auditorium
1978,3,12/2/1977,Fri,REG,N,Duke,NA,ACC,W,79,66,NA,3,0,W 3,Greensboro Coliseum
1978,4,12/3/1977,Sat,REG,N,North Carolina State,NA,ACC,W,87,82,NA,4,0,W 4,Greensboro Coliseum
1978,5,12/7/1977,Wed,REG,A,William & Mary,NA,Ind,L,75,78,NA,4,1,L 1,Kaplan Arena at William and Mary Hall
1978,6,12/10/1977,Sat,REG,H,Rochester,NA,NA,W,101,43,NA,5,1,W 1,Carmichael Auditorium
1978,7,12/17/1977,Sat,REG,H,Cincinnati,6,Metro,W,67,59,NA,6,1,W 2,Greensboro Coliseum
1978,8,12/23/1977,Fri,REG,A,Tulane,NA,Metro,W,108,103,NA,7,1,W 3,Avron B. Fogelman Arena
1978,9,12/27/1977,Tue,REG,N,Brigham Young,NA,WAC,W,94,81,NA,8,1,W 4,Neal S. Blaisdell Center
1978,10,12/29/1977,Thu,REG,N,Texas Tech,NA,SWC,W,88,76,NA,9,1,W 5,Neal S. Blaisdell Center
1978,11,12/30/1977,Fri,REG,N,Stanford,NA,Pac-8,W,92,61,NA,10,1,W 6,Neal S. Blaisdell Center
1978,12,1/4/1978,Wed,REG,A,Clemson,NA,ACC,W,79,77,OT,11,1,W 7,Littlejohn Coliseum
1978,13,1/7/1978,Sat,REG,A,Virginia,13,ACC,W,76,61,NA,12,1,W 8,University Hall
1978,14,1/14/1978,Sat,REG,A,Duke,NA,ACC,L,84,92,NA,12,2,L 1,Cameron Indoor Stadium
1978,15,1/15/1978,Sun,REG,H,Wake Forest,NA,ACC,W,71,69,NA,13,2,W 1,Carmichael Auditorium
1978,16,1/18/1978,Wed,REG,H,North Carolina State,NA,ACC,W,69,64,NA,14,2,W 2,Carmichael Auditorium
1978,17,1/21/1978,Sat,REG,H,Maryland,NA,ACC,W,85,71,NA,15,2,W 3,Carmichael Auditorium
1978,18,1/26/1978,Thu,REG,A,Wake Forest,NA,ACC,L,62,71,NA,15,3,L 1,Winston-Salem Memorial Coliseum
1978,19,1/28/1978,Sat,REG,H,Clemson,NA,ACC,W,98,64,NA,16,3,W 1,Carmichael Auditorium
1978,20,1/30/1978,Mon,REG,H,Mercer,NA,Ind,W,73,70,NA,17,3,W 2,Carmichael Auditorium
1978,21,2/3/1978,Fri,REG,N,Furman,NA,Southern,L,83,89,NA,17,4,L 1,Charlotte Coliseum
1978,22,2/4/1978,Sat,REG,N,Virginia Tech,NA,Ind,W,101,88,NA,18,4,W 1,Charlotte Coliseum
1978,23,2/8/1978,Wed,REG,A,Maryland,NA,ACC,W,66,64,NA,19,4,W 2,Cole Fieldhouse
1978,24,2/11/1978,Sat,REG,N,Rutgers,NA,EAA,W,74,57,NA,20,4,W 3,Madison Square Garden (IV)
1978,25,2/12/1978,Sun,REG,A,Providence,20,Ind,L,59,61,NA,20,5,L 1,Dunkin' Donuts Center
1978,26,2/15/1978,Wed,REG,H,Kent State,NA,MAC,W,92,59,NA,21,5,W 1,Carmichael Auditorium
1978,27,2/18/1978,Sat,REG,H,Virginia,17,ACC,W,71,54,NA,22,5,W 2,Carmichael Auditorium
