Season,Game_Date,Game_Day,Type,Where,Opponent_School,Result,Tm,Opp,OT
1951,1951-01-27,Sat,REG,A,North Carolina State,L,58,71,NA
1951,1951-01-30,Tue,REG,H,Wake Forest,W,82,70,NA
1951,1951-02-02,Fri,REG,H,Duke,W,71,68,NA
1951,1951-02-03,Sat,REG,H,Furman,W,89,64,NA
1951,1951-02-06,Tue,REG,H,George Washington,W,66,60,NA
1951,1951-02-09,Fri,REG,A,South Carolina,L,65,66,NA
1951,1951-02-10,Sat,REG,A,Citadel,W,71,58,NA
1951,1951-02-17,Sat,REG,H,North Carolina State,L,53,68,NA
1951,1951-02-23,Fri,REG,A,Duke,L,72,84,NA
1952,1951-12-01,Sat,REG,A,Citadel,W,87,69,NA
1952,1951-12-03,Mon,REG,A,Furman,W,100,57,NA
1952,1951-12-05,Wed,REG,A,Duke,L,59,77,NA
1952,1951-12-07,Fri,REG,A,Richmond,W,62,56,NA
1952,1951-12-17,Mon,REG,A,Hanes Hosiery,W,70,59,NA
1952,1951-12-20,Thu,REG,A,Illinois,L,66,86,NA
1952,1951-12-22,Sat,REG,A,Bradley,L,66,79,NA
1952,1951-12-27,Thu,REG,N,Southern California,W,49,45,NA
1952,1951-12-28,Fri,REG,A,North Carolina State,L,51,58,NA
1952,1951-12-29,Sat,REG,N,Columbia,W,61,60,NA
1952,1952-01-03,Thu,REG,H,Maryland,W,51,47,NA
1952,1952-01-05,Sat,REG,H,Clemson,W,65,59,NA
1952,1952-01-10,Thu,REG,A,Wake Forest,L,53,55,NA
1952,1952-01-14,Mon,REG,H,Davidson,W,78,77,NA
1952,1952-01-18,Fri,REG,A,Maryland,L,51,71,NA
1952,1952-01-19,Sat,REG,A,Temple,W,70,65,NA
1952,1952-01-26,Sat,REG,H,North Carolina State,L,53,58,NA
1952,1952-01-29,Tue,REG,H,Wake Forest,L,46,55,NA
1952,1952-02-01,Fri,REG,H,Duke,L,66,73,NA
1952,1952-02-06,Wed,REG,A,West Virginia,L,65,80,NA
1952,1952-02-08,Fri,REG,H,Citadel,W,80,62,NA
1952,1952-02-09,Sat,REG,H,Furman,W,68,53,NA
1952,1952-02-12,Tue,REG,A,South Carolina,L,68,75,NA
1952,1952-02-16,Sat,REG,A,Clemson,L,69,77,NA
1952,1952-02-18,Mon,REG,A,Davidson,L,71,76,NA
1952,1952-02-23,Sat,REG,A,North Carolina State,L,52,71,NA
1952,1952-02-29,Fri,REG,A,Duke,L,64,94,NA
1953,1952-12-01,Mon,REG,H,Citadel,W,70,50,NA
1953,1952-12-03,Wed,REG,H,Washington & Lee,W,67,48,NA
1953,1952-12-06,Sat,REG,H,Richmond,W,80,64,NA
1953,1952-12-10,Wed,REG,H,Clemson,W,82,56,NA
1953,1952-12-29,Mon,REG,N,Holy Cross,L,73,85,NA
1953,1952-12-30,Tue,REG,N,Princeton,W,73,59,NA
1953,1952-12-31,Wed,REG,N,Pennsylvania,L,62,70,NA
1953,1953-01-03,Sat,REG,H,Maryland,W,59,49,NA
1953,1953-01-06,Tue,REG,A,East Carolina,W,79,66,NA
1953,1953-01-08,Thu,REG,A,Virginia Military Institute,W,79,62,NA
1953,1953-01-09,Fri,REG,A,Washington & Lee,W,97,75,NA
1953,1953-01-13,Tue,REG,H,Davidson,W,71,60,NA
1953,1953-01-14,Wed,REG,H,Virginia Military Institute,W,97,58,NA
1953,1953-01-17,Sat,REG,A,Maryland,L,66,68,NA
1953,1953-01-20,Tue,REG,H,Wake Forest,W,72,68,NA
1953,1953-01-21,Wed,REG,A,Clemson,W,91,80,NA
1953,1953-01-24,Sat,REG,A,North Carolina State,W,70,69,NA
1953,1953-01-30,Fri,REG,A,Davidson,W,73,52,NA
1953,1953-02-03,Tue,REG,A,Richmond,L,82,87,NA
1953,1953-02-06,Fri,REG,H,Duke,L,89,95,NA
1953,1953-02-07,Sat,REG,H,New York University,L,78,82,NA
1953,1953-02-13,Fri,REG,A,South Carolina,W,76,72,NA
1953,1953-02-14,Sat,REG,A,Citadel,W,94,69,NA
1953,1953-02-17,Tue,REG,A,Wake Forest,L,63,89,NA
1953,1953-02-21,Sat,REG,H,North Carolina State,L,66,87,NA
1953,1953-02-27,Fri,REG,A,Duke,L,58,83,NA
1953,1953-03-05,Thu,CTOURN,A,North Carolina State,L,54,86,NA
1954,1953-12-11,Fri,REG,H,William & Mary,W,71,61,NA
1954,1953-12-12,Sat,REG,H,South Carolina,W,82,56,NA
1954,1953-12-19,Sat,REG,H,Clemson,W,85,48,NA
1954,1953-12-28,Mon,REG,N,Navy,L,62,86,NA
1954,1953-12-29,Tue,REG,N,Seton Hall,L,63,73,NA
1954,1953-12-30,Wed,REG,N,Oregon State,L,53,65,NA
1954,1954-01-08,Fri,REG,H,Citadel,W,83,42,NA
1954,1954-01-09,Sat,REG,A,Wake Forest,W,66,65,NA
1954,1954-01-11,Mon,REG,A,Davidson,W,70,54,NA
1954,1954-01-16,Sat,REG,H,Virginia,W,78,66,NA
1954,1954-01-19,Tue,REG,H,North Carolina State,L,77,84,NA
1954,1954-02-02,Tue,REG,A,Washington & Lee,W,69,60,NA
1954,1954-02-04,Thu,REG,A,Duke,L,47,63,NA
1954,1954-02-08,Mon,REG,A,Virginia,L,69,83,NA
1954,1954-02-11,Thu,REG,H,Wake Forest,L,62,76,NA
1954,1954-02-13,Sat,REG,A,Clemson,W,72,56,NA
1954,1954-02-16,Tue,REG,H,Davidson,W,89,69,NA
1954,1954-02-20,Sat,REG,H,Duke,L,63,67,NA
1954,1954-02-24,Wed,REG,A,North Carolina State,L,48,57,NA
1954,1954-02-27,Sat,REG,A,Citadel,W,79,52,NA
1954,1954-03-04,Thu,CTOURN,A,North Carolina State,L,51,52,NA
1955,1954-12-04,Sat,REG,H,Clemson,W,99,66,NA
1955,1954-12-09,Thu,REG,H,South Carolina,W,88,69,NA
1955,1954-12-11,Sat,REG,A,William & Mary,L,76,79,NA
1955,1954-12-18,Sat,REG,H,Maryland,L,60,70,NA
1955,1954-12-27,Mon,REG,N,Southern California,W,67,58,NA
1955,1954-12-28,Tue,REG,N,North Carolina State,L,44,47,NA
1955,1954-12-29,Wed,REG,N,Duke,W,65,52,NA
1955,1955-01-03,Mon,REG,A,Louisiana State,L,77,84,NA
1955,1955-01-04,Tue,REG,A,Alabama,L,55,77,NA
1955,1955-01-08,Sat,REG,H,Wake Forest,W,95,78,NA
1955,1955-01-11,Tue,REG,H,Virginia,W,96,87,NA
1955,1955-01-14,Fri,REG,A,South Carolina,W,73,64,NA
1955,1955-01-15,Sat,REG,A,Clemson,W,95,87,NA
1955,1955-01-18,Tue,REG,A,North Carolina State,W,84,80,NA
1955,1955-02-04,Fri,REG,H,Duke,L,68,91,NA
1955,1955-02-11,Fri,REG,N,Virginia,L,73,98,NA
1955,1955-02-12,Sat,REG,A,Maryland,L,61,63,NA
1955,1955-02-16,Wed,REG,A,Wake Forest,W,83,79,NA
1955,1955-02-22,Tue,REG,A,North Carolina State,L,75,79,NA
1955,1955-02-25,Fri,REG,A,Duke,L,74,96,NA
1955,1955-03-03,Thu,REG,H,Wake Forest,L,82,95,NA
1956,1955-12-03,Sat,REG,H,Clemson,W,73,58,NA
1956,1955-12-09,Fri,REG,A,Georgia Tech,W,88,76,NA
1956,1955-12-10,Sat,REG,H,South Carolina,W,92,75,NA
1956,1955-12-14,Wed,REG,H,Alabama,W,99,77,NA
1956,1955-12-17,Sat,REG,A,Maryland,W,68,62,NA
1956,1955-12-29,Thu,REG,N,Villanova,W,86,63,NA
1956,1955-12-30,Fri,REG,N,Duke,W,74,64,NA
1956,1955-12-31,Sat,REG,N,North Carolina State,L,60,82,NA
1956,1956-01-03,Tue,REG,H,Louisiana State,W,95,69,NA
1956,1956-01-07,Sat,REG,A,Wake Forest,L,71,76,NA
1956,1956-01-10,Tue,REG,H,Virginia,W,101,65,NA
1956,1956-01-13,Fri,REG,N,South Carolina,W,75,73,NA
1956,1956-01-14,Sat,REG,A,Clemson,W,103,99,NA
1956,1956-01-16,Mon,REG,H,Maryland,W,64,55,NA
1956,1956-01-18,Wed,REG,H,North Carolina State,W,73,69,NA
1956,1956-02-04,Sat,REG,A,Duke,L,59,64,NA
1956,1956-02-07,Tue,REG,H,William & Mary,W,115,63,NA
1956,1956-02-11,Sat,REG,A,Virginia,W,83,72,NA
1956,1956-02-15,Wed,REG,H,Wake Forest,W,77,73,NA
1956,1956-02-21,Tue,REG,A,North Carolina State,L,73,79,NA
1956,1956-02-24,Fri,REG,H,Duke,W,73,65,NA
1956,1956-03-01,Thu,CTOURN,H,Virginia,W,81,77,NA
1956,1956-03-02,Fri,CTOURN,H,Wake Forest,L,56,77,NA
1957,1956-12-04,Tue,REG,H,Furman,W,94,66,NA
1957,1956-12-08,Sat,REG,N,Clemson,W,94,75,NA
1957,1956-12-12,Wed,REG,N,George Washington,W,82,55,NA
1957,1956-12-15,Sat,REG,A,South Carolina,W,90,86,NA
1957,1956-12-17,Mon,REG,H,Maryland,W,70,61,NA
1957,1956-12-20,Thu,REG,A,New York University,W,64,59,NA
1957,1956-12-21,Fri,REG,N,Dartmouth,W,89,61,NA
1957,1956-12-22,Sat,REG,A,Holy Cross,W,83,70,NA
1957,1956-12-27,Thu,REG,N,Utah,W,97,76,NA
1957,1956-12-28,Fri,REG,N,Duke,W,87,71,NA
1957,1956-12-29,Sat,REG,N,Wake Forest,W,63,55,NA
1957,1957-01-08,Tue,REG,A,William & Mary,W,71,61,NA
1957,1957-01-11,Fri,REG,H,Clemson,W,86,54,NA
1957,1957-01-12,Sat,REG,H,Virginia,W,102,90,NA
1957,1957-01-15,Tue,REG,A,North Carolina State,W,83,57,NA
1957,1957-01-30,Wed,REG,A,Western Carolina,W,77,59,NA
1957,1957-02-05,Tue,REG,A,Maryland,W,65,61,NA
1957,1957-02-09,Sat,REG,H,Duke,W,75,73,NA
1957,1957-02-11,Mon,REG,A,Virginia,W,68,59,NA
1957,1957-02-13,Wed,REG,H,Wake Forest,W,72,69,NA
1957,1957-02-19,Tue,REG,H,North Carolina State,W,86,57,NA
1957,1957-02-22,Fri,REG,H,South Carolina,W,75,62,NA
1957,1957-02-26,Tue,REG,A,Wake Forest,W,69,64,NA
1957,1957-03-01,Fri,REG,A,Duke,W,86,72,NA
1957,1957-03-07,Thu,CTOURN,H,Clemson,W,81,61,NA
1957,1957-03-08,Fri,CTOURN,H,Wake Forest,W,61,59,NA
1957,1957-03-09,Sat,CTOURN,H,South Carolina,W,95,75,NA
1957,1957-03-12,Tue,NCAA,N,Yale,W,90,74,NA
1957,1957-03-15,Fri,NCAA,N,Canisius,W,87,75,NA
1957,1957-03-17,Sun,NCAA,N,Syracuse,W,67,58,NA
1957,1957-03-22,Fri,NCAA,N,Michigan State,W,74,70,3OT
1957,1957-03-23,Sat,NCAA,N,Kansas,W,54,53,3OT
1958,1957-12-07,Sat,REG,H,Clemson,W,79,55,NA
1958,1957-12-10,Tue,REG,A,George Washington,W,86,59,NA
1958,1957-12-12,Thu,REG,N,Furman,W,91,74,NA
1958,1957-12-14,Sat,REG,H,South Carolina,W,70,58,NA
1958,1957-12-20,Fri,REG,N,Minnesota,W,73,67,NA
1958,1957-12-21,Sat,REG,N,West Virginia,L,64,75,NA
1958,1957-12-26,Thu,REG,N,Saint Louis,W,63,48,NA
1958,1957-12-27,Fri,REG,N,Duke,W,76,62,NA
1958,1957-12-28,Sat,REG,A,North Carolina State,W,39,30,NA
1958,1958-01-04,Sat,REG,H,Wake Forest,W,71,45,NA
1958,1958-01-07,Tue,REG,H,William & Mary,W,79,63,NA
1958,1958-01-09,Thu,REG,H,Virginia,W,82,66,NA
1958,1958-01-11,Sat,REG,A,Maryland,L,61,74,NA
1958,1958-01-15,Wed,REG,H,North Carolina State,L,57,58,NA
1958,1958-01-18,Sat,REG,A,Clemson,W,90,81,NA
1958,1958-02-01,Sat,REG,A,South Carolina,W,115,88,NA
1958,1958-02-08,Sat,REG,H,Duke,L,75,91,NA
1958,1958-02-11,Tue,REG,A,Virginia,W,73,66,NA
1958,1958-02-13,Thu,REG,A,Wake Forest,W,60,57,NA
1958,1958-02-15,Sat,REG,N,Notre Dame,L,70,89,NA
1958,1958-02-18,Tue,REG,A,North Carolina State,W,81,69,NA
1958,1958-02-22,Sat,REG,H,Maryland,W,66,59,NA
1958,1958-02-28,Fri,REG,A,Duke,L,46,59,NA
1958,1958-03-06,Thu,CTOURN,H,Clemson,W,62,51,NA
1958,1958-03-07,Fri,CTOURN,A,North Carolina State,W,64,58,NA
1958,1958-03-08,Sat,CTOURN,H,Maryland,L,74,86,NA
1959,1958-12-03,Wed,REG,H,Clemson,W,83,67,NA
1959,1958-12-08,Mon,REG,H,Virginia,W,83,61,NA
1959,1958-12-16,Tue,REG,A,South Carolina,W,70,57,NA
1959,1958-12-19,Fri,REG,N,Notre Dame,W,81,77,NA
1959,1958-12-20,Sat,REG,N,Northwestern,W,78,64,NA
1959,1958-12-29,Mon,REG,N,Yale,W,92,65,NA
1959,1958-12-30,Tue,REG,N,Michigan State,L,58,75,NA
1959,1958-12-31,Wed,REG,N,Cincinnati,W,90,88,NA
1959,1959-01-03,Sat,REG,N,Notre Dame,W,69,54,NA
1959,1959-01-08,Thu,REG,H,Wake Forest,W,44,34,NA
1959,1959-01-14,Wed,REG,A,North Carolina State,W,72,68,NA
1959,1959-01-30,Fri,REG,N,Clemson,W,60,46,NA
1959,1959-01-31,Sat,REG,N,South Carolina,W,62,50,NA
1959,1959-02-04,Wed,REG,H,Maryland,W,64,57,NA
1959,1959-02-06,Fri,REG,A,Duke,W,89,80,NA
1959,1959-02-12,Thu,REG,A,Wake Forest,W,75,66,NA
1959,1959-02-14,Sat,REG,A,Loyola,W,76,57,NA
1959,1959-02-18,Wed,REG,H,North Carolina State,W,74,67,NA
1959,1959-02-21,Sat,REG,A,Maryland,L,51,69,NA
1959,1959-02-25,Wed,REG,A,Virginia,L,68,69,NA
1959,1959-02-28,Sat,REG,H,Duke,W,72,62,NA
1959,1959-03-05,Thu,CTOURN,H,Clemson,W,93,69,NA
1959,1959-03-06,Fri,CTOURN,N,Duke,W,74,71,NA
1959,1959-03-07,Sat,CTOURN,A,North Carolina State,L,56,80,NA
1959,1959-03-10,Tue,NCAA,N,Navy,L,63,76,NA
1960,1959-12-05,Sat,REG,H,South Carolina,W,93,56,NA
1960,1959-12-11,Fri,REG,N,Kansas,W,60,49,NA
1960,1959-12-12,Sat,REG,N,Kansas State,W,68,52,NA
1960,1959-12-18,Fri,REG,A,Kentucky,L,70,76,NA
1960,1959-12-19,Sat,REG,N,Saint Louis,L,52,68,NA
1960,1959-12-28,Mon,REG,N,Minnesota,W,72,65,NA
1960,1959-12-29,Tue,REG,N,Duke,W,75,53,NA
1960,1959-12-30,Wed,REG,N,Wake Forest,L,50,53,NA
1960,1960-01-02,Sat,REG,N,Notre Dame,W,75,65,NA
1960,1960-01-09,Sat,REG,N,Wake Forest,W,62,59,NA
1960,1960-01-13,Wed,REG,H,North Carolina State,W,62,51,NA
1960,1960-01-16,Sat,REG,N,Virginia,W,76,57,NA
1960,1960-02-03,Wed,REG,A,Maryland,W,75,66,NA
1960,1960-02-08,Mon,REG,A,Clemson,W,73,54,NA
1960,1960-02-11,Thu,REG,H,Wake Forest,L,69,80,NA
1960,1960-02-13,Sat,REG,H,Duke,W,84,57,NA
1960,1960-02-17,Wed,REG,A,North Carolina State,W,66,62,NA
1960,1960-02-19,Fri,REG,N,Clemson,W,85,80,NA
1960,1960-02-20,Sat,REG,N,South Carolina,L,81,85,NA
1960,1960-02-23,Tue,REG,H,Maryland,W,81,64,NA
1960,1960-02-25,Thu,REG,H,Virginia,W,97,58,NA
1960,1960-02-27,Sat,REG,A,Duke,W,75,50,NA
1960,1960-03-03,Thu,CTOURN,H,Virginia,W,84,63,NA
1960,1960-03-04,Fri,CTOURN,N,Duke,L,69,71,NA
1961,1960-12-05,Mon,REG,H,Louisiana State,W,77,61,NA
1961,1960-12-06,Tue,REG,H,Virginia,W,81,47,NA
1961,1960-12-13,Tue,REG,H,Kentucky,L,65,70,NA
1961,1960-12-16,Fri,REG,A,Kansas State,L,69,77,NA
1961,1960-12-17,Sat,REG,A,Kansas,W,78,70,NA
1961,1960-12-19,Mon,REG,A,Creighton,W,72,64,NA
1961,1960-12-29,Thu,REG,N,Maryland,W,81,57,NA
1961,1960-12-30,Fri,REG,N,Villanova,W,87,67,NA
1961,1960-12-31,Sat,REG,N,Duke,W,76,71,NA
1961,1961-01-07,Sat,REG,N,Notre Dame,W,73,71,NA
1961,1961-01-10,Tue,REG,H,Wake Forest,W,83,74,NA
1961,1961-01-14,Sat,REG,A,Virginia,W,92,70,NA
1961,1961-01-16,Mon,REG,A,Maryland,W,58,52,NA
