Season,G,Game_Date,Game_Day,Type,Where,Opponent_School,Opponent_Ranking,Conf,Result,Tm,Opp,OT,W,L,Streak,Arena
1951,23,1951-02-06,Tue,REG,H,William & Mary,NA,Southern,W,61,54,NA,13,10,W 2,Cameron Indoor Stadium
1951,24,1951-02-10,Sat,REG,A,North Carolina State,10,Southern,L,65,75,NA,13,11,L 1,Reynolds Coliseum
1951,25,1951-02-12,Mon,REG,A,Davidson,NA,Southern,W,94,73,NA,14,11,W 1,Johnston Gym
1951,26,1951-02-14,Wed,REG,H,Washington & Lee,NA,Southern,W,94,68,NA,15,11,W 2,Cameron Indoor Stadium
1951,27,1951-02-16,Fri,REG,A,Maryland,NA,Southern,W,49,40,NA,16,11,W 3,Ritchie Gymnasium
1951,28,1951-02-17,Sat,REG,A,Navy,NA,Ind,L,60,85,NA,16,12,L 1,Bancroft Hall Gym
1951,29,1951-02-19,Mon,REG,A,Wake Forest,NA,Southern,W,69,64,NA,17,12,W 1,Gore Gymnasium
1951,30,1951-02-23,Fri,REG,H,North Carolina,NA,Southern,W,84,72,NA,18,12,W 2,Cameron Indoor Stadium
1951,31,1951-03-01,Thu,CTOURN,H,Virginia Tech,NA,Southern,W,64,61,NA,19,12,W 3,Reynolds Coliseum
1951,32,1951-03-02,Fri,CTOURN,H,William & Mary,NA,Southern,W,71,69,NA,20,12,W 4,Reynolds Coliseum
1951,33,1951-03-03,Sat,CTOURN,A,North Carolina State,8,Southern,L,63,67,NA,20,13,L 1,Reynolds Coliseum
1952,1,1951-12-01,Sat,REG,H,Temple,NA,Ind,W,85,48,NA,1,0,W 1,Cameron Indoor Stadium
1952,2,1951-12-03,Mon,REG,A,Hanes Hosiery,NA,NA,W,78,68,NA,2,0,W 2,NA
1952,3,1951-12-05,Wed,REG,H,North Carolina,NA,Southern,W,77,59,NA,3,0,W 3,Cameron Indoor Stadium
1952,4,1951-12-08,Sat,REG,H,Bradley,NA,Ind,W,87,69,NA,4,0,W 4,Cameron Indoor Stadium
1952,5,1951-12-11,Tue,REG,A,Furman,NA,Southern,L,72,73,NA,4,1,L 1,Shelby Memorial Community Center
1952,6,1951-12-15,Sat,REG,H,Virginia Military Institute,NA,Southern,W,102,45,NA,5,1,W 1,Cameron Indoor Stadium
1952,7,1951-12-18,Tue,REG,H,Davidson,NA,Southern,W,88,49,NA,6,1,W 2,Cameron Indoor Stadium
1952,8,1951-12-21,Fri,REG,A,George Washington,NA,Southern,W,98,76,NA,7,1,W 3,Uline Arena
1952,9,1951-12-22,Sat,REG,A,West Virginia,NA,Southern,L,74,95,NA,7,2,L 1,Stansbury Hall
1952,10,1951-12-27,Thu,REG,H,Columbia,NA,Ivy,L,58,66,NA,7,3,L 2,Reynolds Coliseum
1952,11,1951-12-28,Fri,REG,N,Wake Forest,NA,Southern,W,79,74,NA,8,3,W 1,Reynolds Coliseum
1952,12,1951-12-29,Sat,REG,H,Southern California,NA,PCC,L,69,87,NA,8,4,L 1,Reynolds Coliseum
1952,13,1952-01-02,Wed,REG,H,Pennsylvania,NA,Ivy,W,62,52,NA,9,4,W 1,Cameron Indoor Stadium
1952,14,1952-01-05,Sat,REG,H,North Carolina State,17,Southern,L,70,72,2OT,9,5,L 1,Cameron Indoor Stadium
1952,15,1952-01-10,Thu,REG,A,New York University,13,Metro NY,W,74,72,NA,10,5,W 1,Madison Square Garden (III)
1952,16,1952-01-12,Sat,REG,A,Temple,NA,Ind,W,86,65,NA,11,5,W 2,Convention Hall
1952,17,1952-01-26,Sat,REG,H,Wake Forest,NA,Southern,W,90,69,NA,12,5,W 3,Cameron Indoor Stadium
1952,18,1952-02-01,Fri,REG,A,North Carolina,NA,Southern,W,73,66,NA,13,5,W 4,Woollen Gymnasium
1952,19,1952-02-02,Sat,REG,H,George Washington,NA,Southern,W,89,74,NA,14,5,W 5,Cameron Indoor Stadium
1952,20,1952-02-07,Thu,REG,H,William & Mary,NA,Southern,W,68,62,NA,15,5,W 6,Cameron Indoor Stadium
1952,21,1952-02-09,Sat,REG,A,Navy,NA,Ind,W,70,68,OT,16,5,W 7,Bancroft Hall Gym
1952,22,1952-02-12,Tue,REG,A,North Carolina State,NA,Southern,W,71,58,NA,17,5,W 8,Reynolds Coliseum
1952,23,1952-02-18,Mon,REG,H,Maryland,NA,Southern,W,56,51,NA,18,5,W 9,Cameron Indoor Stadium
1952,24,1952-02-21,Thu,REG,A,Wake Forest,NA,Southern,W,87,62,NA,19,5,W 10,Gore Gymnasium
1952,25,1952-02-23,Sat,REG,A,South Carolina,NA,Southern,W,96,82,NA,20,5,W 11,Carolina Fieldhouse
1952,26,1952-02-26,Tue,REG,A,Davidson,NA,Southern,W,58,50,NA,21,5,W 12,Johnston Gym
1952,27,1952-02-29,Fri,REG,H,North Carolina,NA,Southern,W,94,64,NA,22,5,W 13,Cameron Indoor Stadium
1952,28,1952-03-06,Thu,CTOURN,H,Maryland,NA,Southern,W,51,48,NA,23,5,W 14,Reynolds Coliseum
1952,29,1952-03-07,Fri,CTOURN,H,West Virginia,9,Southern,W,90,88,NA,24,5,W 15,Reynolds Coliseum
1952,30,1952-03-08,Sat,CTOURN,A,North Carolina State,NA,Southern,L,68,77,NA,24,6,L 1,Reynolds Coliseum
1953,1,1952-12-01,Mon,REG,H,Vanderbilt,NA,SEC,W,94,88,NA,1,0,W 1,Cameron Indoor Stadium
1953,2,1952-12-06,Sat,REG,H,Wake Forest,NA,Southern,L,86,91,NA,1,1,L 1,Cameron Indoor Stadium
1953,3,1952-12-09,Tue,REG,A,Washington & Lee,NA,Southern,W,91,80,NA,2,1,W 1,Lynchburg City Armory
1953,4,1952-12-13,Sat,REG,A,Tennessee,NA,SEC,W,89,82,NA,3,1,W 2,Alumni Memorial Gymnasium
1953,5,1952-12-16,Tue,REG,H,Davidson,NA,Southern,W,94,65,NA,4,1,W 3,Cameron Indoor Stadium
1953,6,1952-12-20,Sat,REG,A,Temple,NA,Ind,L,64,67,NA,4,2,L 1,Convention Hall
1953,7,1952-12-22,Mon,REG,A,George Washington,NA,Southern,L,87,113,NA,4,3,L 2,Uline Arena
1953,8,1952-12-29,Mon,REG,H,Brigham Young,NA,MSAC,L,68,69,NA,4,4,L 3,Reynolds Coliseum
1953,9,1952-12-30,Tue,REG,H,Pennsylvania,NA,Ivy,L,80,97,NA,4,5,L 4,Reynolds Coliseum
1953,10,1952-12-31,Wed,REG,H,Princeton,NA,Ivy,W,74,59,NA,5,5,W 1,Reynolds Coliseum
1953,11,1953-01-07,Wed,REG,A,South Carolina,NA,Southern,W,76,67,NA,6,5,W 2,Carolina Fieldhouse
1953,12,1953-01-10,Sat,REG,H,North Carolina State,9,Southern,L,64,82,NA,6,6,L 1,Cameron Indoor Stadium
1953,13,1953-01-13,Tue,REG,H,Virginia Military Institute,NA,Southern,W,78,55,NA,7,6,W 1,Cameron Indoor Stadium
1953,14,1953-01-31,Sat,REG,H,Navy,16,Ind,W,78,73,NA,8,6,W 2,Cameron Indoor Stadium
1953,15,1953-02-03,Tue,REG,H,West Virginia,NA,Southern,W,91,86,NA,9,6,W 3,Cameron Indoor Stadium
1953,16,1953-02-05,Thu,REG,H,New York University,NA,Metro NY,W,89,82,NA,10,6,W 4,Cameron Indoor Stadium
1953,17,1953-02-06,Fri,REG,A,North Carolina,12,Southern,W,95,89,NA,11,6,W 5,Woollen Gymnasium
1953,18,1953-02-09,Mon,REG,H,George Washington,NA,Southern,W,83,80,NA,12,6,W 6,Cameron Indoor Stadium
1953,19,1953-02-12,Thu,REG,A,Wake Forest,NA,Southern,W,101,99,OT,13,6,W 7,Gore Gymnasium
1953,20,1953-02-14,Sat,REG,A,North Carolina State,12,Southern,W,84,82,NA,14,6,W 8,Reynolds Coliseum
1953,21,1953-02-19,Thu,REG,A,William & Mary,NA,Southern,L,82,85,OT,14,7,L 1,Blow Gym
1953,22,1953-02-21,Sat,REG,H,South Carolina,NA,Southern,W,98,68,NA,15,7,W 1,Cameron Indoor Stadium
1953,23,1953-02-23,Mon,REG,A,Davidson,NA,Southern,W,99,72,NA,16,7,W 2,Johnston Gym
1953,24,1953-02-27,Fri,REG,H,North Carolina,NA,Southern,W,83,58,NA,17,7,W 3,Cameron Indoor Stadium
1953,25,1953-03-05,Thu,CTOURN,H,Maryland,NA,Southern,L,65,74,NA,17,8,L 1,Reynolds Coliseum
1954,1,1953-12-02,Wed,REG,H,Furman,NA,Southern,W,110,76,NA,1,0,W 1,Cameron Indoor Stadium
