Season,G,Game_Date,Game_Day,Type,Where,Opponent_School,Opponent_Ranking,Conf,Result,Tm,Opp,OT,W,L,Streak,Arena
1969,7,1968-12-20,Fri,REG,N,Wake Forest,NA,ACC,L,78,106,NA,3,4,L 4,Greensboro Coliseum
1969,8,1968-12-28,Sat,REG,H,Clemson,NA,ACC,W,96,70,NA,4,4,W 1,Cameron Indoor Stadium
1969,9,1968-12-30,Mon,REG,N,Western Kentucky,NA,OVC,W,73,72,NA,5,4,W 2,Municipal Auditorium
1969,10,1968-12-31,Tue,REG,N,Iowa,NA,Big Ten,W,85,82,NA,6,4,W 3,Municipal Auditorium
1969,11,1969-01-04,Sat,REG,A,North Carolina,4,ACC,L,70,94,NA,6,5,L 1,Carmichael Auditorium
1969,12,1969-01-08,Wed,REG,A,Wake Forest,NA,ACC,W,85,81,NA,7,5,W 1,Winston-Salem Memorial Coliseum
1969,13,1969-01-11,Sat,REG,H,Maryland,NA,ACC,W,96,85,NA,8,5,W 2,Cameron Indoor Stadium
1969,14,1969-01-25,Sat,REG,H,North Carolina State,NA,ACC,L,74,77,NA,8,6,L 1,Cameron Indoor Stadium
1969,15,1969-01-28,Tue,REG,A,Temple,NA,Mid-Atl,L,69,73,NA,8,7,L 2,Convention Hall
1969,16,1969-02-01,Sat,REG,A,South Carolina,19,ACC,L,57,64,NA,8,8,L 3,Carolina Fieldhouse
1969,17,1969-02-05,Wed,REG,A,Clemson,NA,ACC,W,85,76,NA,9,8,W 1,Littlejohn Coliseum
1969,18,1969-02-08,Sat,REG,H,South Carolina,NA,ACC,L,72,82,NA,9,9,L 1,Cameron Indoor Stadium
1969,19,1969-02-10,Mon,REG,A,Maryland,NA,ACC,W,93,83,NA,10,9,W 1,Cole Fieldhouse
1969,20,1969-02-12,Wed,REG,H,Wake Forest,NA,ACC,W,122,93,NA,11,9,W 2,Cameron Indoor Stadium
1969,21,1969-02-15,Sat,REG,A,West Virginia,NA,Ind,L,88,90,NA,11,10,L 1,Charleston Civic Center
1969,22,1969-02-17,Mon,REG,H,Virginia,NA,ACC,W,100,81,NA,12,10,W 1,Cameron Indoor Stadium
1969,23,1969-02-19,Wed,REG,A,Davidson,5,Southern,L,80,88,OT,12,11,L 1,Charlotte Coliseum
1969,24,1969-02-26,Wed,REG,A,North Carolina State,NA,ACC,L,73,88,NA,12,12,L 2,Reynolds Coliseum
1969,25,1969-03-01,Sat,REG,H,North Carolina,2,ACC,W,87,81,NA,13,12,W 1,Cameron Indoor Stadium
1969,26,1969-03-06,Thu,CTOURN,N,Virginia,NA,ACC,W,99,86,NA,14,12,W 2,Charlotte Coliseum
1969,27,1969-03-07,Fri,CTOURN,N,South Carolina,13,ACC,W,68,59,NA,15,12,W 3,Charlotte Coliseum
1969,28,1969-03-08,Sat,CTOURN,N,North Carolina,4,ACC,L,74,85,NA,15,13,L 1,Charlotte Coliseum
1970,1,1969-12-01,Mon,REG,H,Virginia Tech,NA,Ind,W,66,63,2OT,1,0,W 1,Greensboro Coliseum
1970,2,1969-12-06,Sat,REG,H,Virginia,NA,ACC,W,57,45,NA,2,0,W 2,Cameron Indoor Stadium
1970,3,1969-12-10,Wed,REG,A,Michigan,NA,Big Ten,W,73,68,NA,3,0,W 3,Crisler Arena
1970,4,1969-12-13,Sat,REG,H,William & Mary,NA,Southern,W,84,77,NA,4,0,W 4,Cameron Indoor Stadium
1970,5,1969-12-15,Mon,REG,H,East Carolina,NA,Southern,W,80,65,NA,5,0,W 5,Cameron Indoor Stadium
1970,6,1969-12-19,Fri,REG,N,Dayton,NA,Ind,W,72,67,NA,6,0,W 6,Memorial Coliseum
1970,7,1969-12-20,Sat,REG,A,Kentucky,1,SEC,L,76,98,NA,6,1,L 1,Memorial Coliseum
1970,8,1969-12-23,Tue,REG,N,Wake Forest,NA,ACC,W,98,90,NA,7,1,W 1,Greensboro Coliseum
1970,9,1970-01-03,Sat,REG,H,Penn State,NA,Ind,W,93,43,NA,8,1,W 2,Cameron Indoor Stadium
1970,10,1970-01-07,Wed,REG,H,Wake Forest,NA,ACC,W,78,72,OT,9,1,W 3,Cameron Indoor Stadium
1970,11,1970-01-10,Sat,REG,A,North Carolina,4,ACC,L,78,86,NA,9,2,L 1,Carmichael Auditorium
1970,12,1970-01-24,Sat,REG,H,North Carolina State,10,ACC,L,76,77,NA,9,3,L 2,Cameron Indoor Stadium
1970,13,1970-01-28,Wed,REG,A,Maryland,NA,ACC,L,50,52,NA,9,4,L 3,Cole Fieldhouse
1970,14,1970-01-31,Sat,REG,H,South Carolina,4,ACC,L,55,67,NA,9,5,L 4,Cameron Indoor Stadium
1970,15,1970-02-04,Wed,REG,A,Clemson,NA,ACC,W,92,88,NA,10,5,W 1,Littlejohn Coliseum
1970,16,1970-02-07,Sat,REG,H,West Virginia,NA,Ind,W,82,70,NA,11,5,W 2,Greensboro Coliseum
1970,17,1970-02-09,Mon,REG,H,Clemson,NA,ACC,W,91,75,NA,12,5,W 3,Cameron Indoor Stadium
1970,18,1970-02-11,Wed,REG,A,Wake Forest,NA,ACC,W,67,65,NA,13,5,W 4,Winston-Salem Memorial Coliseum
1970,19,1970-02-14,Sat,REG,A,South Carolina,2,ACC,L,65,82,NA,13,6,L 1,Carolina Coliseum
1970,20,1970-02-18,Wed,REG,A,Davidson,9,Southern,W,79,76,OT,14,6,W 1,Charlotte Coliseum
1970,21,1970-02-21,Sat,REG,H,Maryland,NA,ACC,W,87,76,NA,15,6,W 2,Cameron Indoor Stadium
1970,22,1970-02-23,Mon,REG,A,Virginia,NA,ACC,L,57,61,NA,15,7,L 1,University Hall
1970,23,1970-02-25,Wed,REG,A,North Carolina State,14,ACC,W,71,69,NA,16,7,W 1,Reynolds Coliseum
1970,24,1970-02-28,Sat,REG,H,North Carolina,19,ACC,W,91,83,NA,17,7,W 2,Cameron Indoor Stadium
1970,25,1970-03-05,Thu,CTOURN,N,Wake Forest,NA,ACC,L,73,81,NA,17,8,L 1,Charlotte Coliseum
1970,26,1970-03-14,Sat,NIT,N,Utah,NA,WAC,L,75,78,NA,17,9,L 2,Madison Square Garden (IV)
1971,1,1970-12-01,Tue,REG,H,Princeton,NA,Ivy,W,79,75,NA,1,0,W 1,Greensboro Coliseum
1971,2,1970-12-05,Sat,REG,A,Virginia,NA,ACC,L,70,75,NA,1,1,L 1,University Hall
1971,3,1970-12-07,Mon,REG,H,Michigan,NA,Big Ten,W,95,74,NA,2,1,W 1,Cameron Indoor Stadium
1971,4,1970-12-12,Sat,REG,A,South Carolina,2,ACC,L,78,98,NA,2,2,L 1,Carolina Coliseum
1971,5,1970-12-15,Tue,REG,H,Virginia Tech,NA,Ind,W,104,75,NA,3,2,W 1,Cameron Indoor Stadium
1971,6,1970-12-18,Fri,REG,N,Wake Forest,NA,ACC,L,77,83,NA,3,3,L 1,Greensboro Coliseum
1971,7,1970-12-19,Sat,REG,N,North Carolina,20,ACC,L,81,83,NA,3,4,L 2,Greensboro Coliseum
1971,8,1970-12-22,Tue,REG,A,Dayton,NA,Ind,W,70,64,NA,4,4,W 1,University of Dayton Arena
1971,9,1970-12-26,Sat,REG,H,Santa Clara,NA,WCAC,W,86,80,NA,5,4,W 2,Cameron Indoor Stadium
1971,10,1970-12-29,Tue,REG,H,Northwestern,NA,Big Ten,W,93,87,NA,6,4,W 3,Greensboro Coliseum
1971,11,1970-12-30,Wed,REG,H,Penn State,NA,Ind,W,67,56,NA,7,4,W 4,Greensboro Coliseum
1971,12,1971-01-06,Wed,REG,A,Wake Forest,NA,ACC,W,68,67,NA,8,4,W 5,Winston-Salem Memorial Coliseum
1971,13,1971-01-09,Sat,REG,A,North Carolina,20,ACC,L,74,79,NA,8,5,L 1,Carmichael Auditorium
1971,14,1971-01-13,Wed,REG,H,North Carolina State,NA,ACC,L,89,93,NA,8,6,L 2,Cameron Indoor Stadium
1971,15,1971-01-16,Sat,REG,A,Clemson,NA,ACC,W,82,56,NA,9,6,W 1,Littlejohn Coliseum
1971,16,1971-02-01,Mon,REG,H,South Carolina,10,ACC,W,82,71,NA,10,6,W 2,Cameron Indoor Stadium
1971,17,1971-02-06,Sat,REG,H,Maryland,NA,ACC,L,79,88,NA,10,7,L 1,Cameron Indoor Stadium
1971,18,1971-02-10,Wed,REG,H,Wake Forest,NA,ACC,W,83,78,NA,11,7,W 1,Cameron Indoor Stadium
1971,19,1971-02-13,Sat,REG,A,Maryland,NA,ACC,W,70,67,NA,12,7,W 2,Cole Fieldhouse
1971,20,1971-02-16,Tue,REG,N,Davidson,NA,Southern,W,64,55,NA,13,7,W 3,Greensboro Coliseum
1971,21,1971-02-20,Sat,REG,H,Virginia,NA,ACC,W,101,69,NA,14,7,W 4,Cameron Indoor Stadium
1971,22,1971-02-24,Wed,REG,A,North Carolina State,NA,ACC,W,82,78,NA,15,7,W 5,Reynolds Coliseum
1971,23,1971-02-27,Sat,REG,N,Seton Hall,NA,Ind,W,89,61,NA,16,7,W 6,Madison Square Garden (IV)
1971,24,1971-03-02,Tue,REG,H,Clemson,NA,ACC,W,70,60,NA,17,7,W 7,Cameron Indoor Stadium
1971,25,1971-03-06,Sat,REG,H,North Carolina,12,ACC,W,92,83,NA,18,7,W 8,Cameron Indoor Stadium
1971,26,1971-03-11,Thu,CTOURN,N,North Carolina State,NA,ACC,L,61,68,NA,18,8,L 1,Greensboro Coliseum
1971,27,1971-03-20,Sat,NIT,N,Dayton,NA,Ind,W,68,60,NA,19,8,W 1,Madison Square Garden (IV)
1971,28,1971-03-22,Mon,NIT,N,Tennessee,17,SEC,W,78,64,NA,20,8,W 2,Madison Square Garden (IV)
1971,29,1971-03-25,Thu,NIT,N,North Carolina,13,ACC,L,67,73,NA,20,9,L 1,Madison Square Garden (IV)
1971,30,1971-03-27,Sat,NIT,N,St. Bonaventure,NA,Ind,L,88,92,OT,20,10,L 2,Madison Square Garden (IV)
1972,1,1971-12-01,Wed,REG,H,Richmond,NA,Southern,W,54,42,NA,1,0,W 1,Cameron Indoor Stadium
1972,2,1971-12-04,Sat,REG,H,Virginia,NA,ACC,L,77,86,NA,1,1,L 1,Cameron Indoor Stadium
1972,3,1971-12-07,Tue,REG,H,Pennsylvania,10,Ivy,L,49,50,OT,1,2,L 2,Cameron Indoor Stadium
1972,4,1971-12-11,Sat,REG,H,East Carolina,NA,Southern,W,71,62,NA,2,2,W 1,Cameron Indoor Stadium
1972,5,1971-12-17,Fri,REG,N,North Carolina State,NA,ACC,L,62,67,NA,2,3,L 1,Greensboro Coliseum
1972,6,1971-12-18,Sat,REG,N,Wake Forest,NA,ACC,W,70,58,NA,3,3,W 1,Greensboro Coliseum
1972,7,1971-12-23,Thu,REG,H,Dayton,NA,Ind,W,68,66,NA,4,3,W 2,Cameron Indoor Stadium
1972,8,1971-12-27,Mon,REG,N,Saint Peter's,NA,Ind,L,74,77,NA,4,4,L 1,Madison Square Garden (IV)
1972,9,1971-12-28,Tue,REG,N,Syracuse,NA,Ind,L,72,74,NA,4,5,L 2,Madison Square Garden (IV)
1972,10,1972-01-05,Wed,REG,H,Virginia Tech,NA,Ind,W,83,73,NA,5,5,W 1,Charlotte Coliseum
1972,11,1972-01-12,Wed,REG,A,North Carolina State,NA,ACC,L,58,85,NA,5,6,L 1,Reynolds Coliseum
1972,12,1972-01-15,Sat,REG,H,Clemson,NA,ACC,W,71,69,NA,6,6,W 1,Cameron Indoor Stadium
1972,13,1972-01-19,Wed,REG,H,Canisius,NA,Ind,W,86,58,NA,7,6,W 2,Cameron Indoor Stadium
1972,14,1972-01-22,Sat,REG,H,North Carolina,3,ACC,W,76,74,NA,8,6,W 3,Cameron Indoor Stadium
1972,15,1972-01-26,Wed,REG,H,Wake Forest,NA,ACC,W,77,66,NA,9,6,W 4,Cameron Indoor Stadium
1972,16,1972-02-05,Sat,REG,A,Maryland,NA,ACC,L,58,77,NA,9,7,L 1,Cole Fieldhouse
1972,17,1972-02-09,Wed,REG,A,Wake Forest,NA,ACC,L,57,62,NA,9,8,L 2,Winston-Salem Memorial Coliseum
1972,18,1972-02-12,Sat,REG,H,William & Mary,NA,Southern,W,87,69,NA,10,8,W 1,Cameron Indoor Stadium
1972,19,1972-02-16,Wed,REG,A,Davidson,NA,Southern,L,72,74,NA,10,9,L 1,Charlotte Coliseum
1972,20,1972-02-19,Sat,REG,A,Virginia,6,ACC,W,86,76,NA,11,9,W 1,University Hall
1972,21,1972-02-23,Wed,REG,H,North Carolina State,NA,ACC,W,74,73,OT,12,9,W 2,Cameron Indoor Stadium
1972,22,1972-02-26,Sat,REG,H,Maryland,12,ACC,W,68,59,NA,13,9,W 3,Cameron Indoor Stadium
1972,23,1972-03-01,Wed,REG,A,Clemson,NA,ACC,L,40,59,NA,13,10,L 1,Littlejohn Coliseum
1972,24,1972-03-04,Sat,REG,A,North Carolina,3,ACC,L,69,93,NA,13,11,L 2,Carmichael Auditorium
1972,25,1972-03-09,Thu,CTOURN,N,North Carolina State,NA,ACC,W,73,60,NA,14,11,W 1,Greensboro Coliseum
1972,26,1972-03-10,Fri,CTOURN,N,North Carolina,3,ACC,L,48,63,NA,14,12,L 1,Greensboro Coliseum
1973,1,1972-12-02,Sat,REG,H,William & Mary,NA,Southern,W,98,74,NA,1,0,W 1,Cameron Indoor Stadium
1973,2,1972-12-08,Fri,REG,A,Santa Clara,NA,WCAC,W,69,65,NA,2,0,W 2,War Memorial Gymnasium
1973,3,1972-12-09,Sat,REG,A,San Francisco,NA,WCAC,L,68,72,NA,2,1,L 1,War Memorial Gymnasium
1973,4,1972-12-12,Tue,REG,H,East Carolina,NA,Southern,W,108,74,NA,3,1,W 1,Cameron Indoor Stadium
1973,5,1972-12-15,Fri,REG,N,North Carolina,11,ACC,L,86,91,NA,3,2,L 1,Greensboro Coliseum
1973,6,1972-12-16,Sat,REG,N,Wake Forest,NA,ACC,W,80,67,NA,4,2,W 1,Greensboro Coliseum
1973,7,1972-12-27,Wed,REG,A,Nevada-Las Vegas,NA,WCAC,L,83,89,NA,4,3,L 1,Las Vegas Convention Center
1973,8,1972-12-28,Thu,REG,N,Purdue,NA,Big Ten,L,77,82,NA,4,4,L 2,Las Vegas Convention Center
1973,9,1972-12-30,Sat,REG,H,Harvard,NA,Ivy,W,102,76,NA,5,4,W 1,Cameron Indoor Stadium
1973,10,1973-01-03,Wed,REG,A,Virginia,NA,ACC,L,74,80,OT,5,5,L 1,University Hall
1973,11,1973-01-06,Sat,REG,A,Wake Forest,NA,ACC,L,80,83,NA,5,6,L 2,Winston-Salem Memorial Coliseum
1973,12,1973-01-10,Wed,REG,A,North Carolina State,3,ACC,L,87,94,NA,5,7,L 3,Reynolds Coliseum
1973,13,1973-01-13,Sat,REG,H,Clemson,NA,ACC,W,75,73,NA,6,7,W 1,Cameron Indoor Stadium
1973,14,1973-01-17,Wed,REG,A,Davidson,NA,Southern,W,78,75,NA,7,7,W 2,Charlotte Coliseum
1973,15,1973-01-20,Sat,REG,A,North Carolina,4,ACC,L,71,82,NA,7,8,L 1,Carmichael Auditorium
1973,16,1973-01-24,Wed,REG,A,Richmond,NA,Southern,W,70,66,NA,8,8,W 1,Robins Center
1973,17,1973-01-27,Sat,REG,A,Georgia Tech,NA,Ind,L,86,88,NA,8,9,L 1,Alexander Memorial Coliseum
1973,18,1973-02-03,Sat,REG,H,Maryland,3,ACC,W,85,81,NA,9,9,W 1,Cameron Indoor Stadium
1973,19,1973-02-07,Wed,REG,H,Wake Forest,NA,ACC,W,84,71,NA,10,9,W 2,Cameron Indoor Stadium
1973,20,1973-02-13,Tue,REG,H,Virginia,NA,ACC,W,90,66,NA,11,9,W 3,Cameron Indoor Stadium
1973,21,1973-02-17,Sat,REG,H,Notre Dame,NA,Ind,W,86,74,NA,12,9,W 4,Cameron Indoor Stadium
1973,22,1973-02-21,Wed,REG,H,North Carolina State,2,ACC,L,50,74,NA,12,10,L 1,Cameron Indoor Stadium
1973,23,1973-02-24,Sat,REG,A,Maryland,8,ACC,L,68,96,NA,12,11,L 2,Cole Fieldhouse
1973,24,1973-02-28,Wed,REG,A,Clemson,NA,ACC,L,50,75,NA,12,12,L 3,Littlejohn Coliseum
1973,25,1973-03-03,Sat,REG,H,North Carolina,7,ACC,L,70,72,NA,12,13,L 4,Cameron Indoor Stadium
1973,26,1973-03-08,Thu,CTOURN,N,Virginia,NA,ACC,L,55,59,NA,12,14,L 5,Greensboro Coliseum
1974,1,1973-12-01,Sat,REG,H,East Carolina,NA,Southern,W,82,69,NA,1,0,W 1,Cameron Indoor Stadium
1974,2,1973-12-03,Mon,REG,A,William & Mary,NA,Southern,W,93,79,NA,2,0,W 2,Kaplan Arena at William and Mary Hall
1974,3,1973-12-08,Sat,REG,A,Virginia,NA,ACC,L,82,104,NA,2,1,L 1,University Hall
1974,4,1973-12-10,Mon,REG,H,Appalachian State,NA,Southern,W,83,53,NA,3,1,W 1,Cameron Indoor Stadium
1974,5,1973-12-26,Wed,REG,N,Western Kentucky,NA,OVC,W,75,69,NA,4,1,W 2,Jacksonville Memorial Coliseum
1974,6,1973-12-27,Thu,REG,A,Florida,NA,SEC,L,60,77,NA,4,2,L 1,Jacksonville Memorial Coliseum
1974,7,1973-12-29,Sat,REG,H,Yale,NA,Ivy,W,105,80,NA,5,2,W 1,Cameron Indoor Stadium
1974,8,1974-01-04,Fri,REG,N,Wake Forest,NA,ACC,L,61,64,NA,5,3,L 1,Greensboro Coliseum
1974,9,1974-01-05,Sat,REG,N,North Carolina,4,ACC,L,75,84,NA,5,4,L 2,Greensboro Coliseum
1974,10,1974-01-12,Sat,REG,A,Pittsburgh,NA,Ind,L,46,62,NA,5,5,L 3,Fitzgerald Fieldhouse
1974,11,1974-01-16,Wed,REG,H,Clemson,NA,ACC,W,63,50,NA,6,5,W 1,Cameron Indoor Stadium
1974,12,1974-01-19,Sat,REG,H,North Carolina,5,ACC,L,71,73,NA,6,6,L 1,Cameron Indoor Stadium
1974,13,1974-01-23,Wed,REG,H,Wake Forest,NA,ACC,L,71,90,NA,6,7,L 2,Cameron Indoor Stadium
1974,14,1974-01-26,Sat,REG,A,Princeton,NA,Ivy,W,73,65,NA,7,7,W 1,Jadwin Gymnasium
1974,15,1974-01-30,Wed,REG,H,Davidson,NA,Southern,W,89,72,NA,8,7,W 2,Cameron Indoor Stadium
1974,16,1974-02-02,Sat,REG,A,Maryland,6,ACC,L,83,104,NA,8,8,L 1,Cole Fieldhouse
1974,17,1974-02-04,Mon,REG,H,North Carolina State,2,ACC,L,78,92,NA,8,9,L 2,Cameron Indoor Stadium
1974,18,1974-02-06,Wed,REG,A,Wake Forest,NA,ACC,L,67,74,NA,8,10,L 3,Winston-Salem Memorial Coliseum
1974,19,1974-02-09,Sat,REG,A,Notre Dame,3,Ind,L,68,87,NA,8,11,L 4,Purcell Pavilion at the Joyce Center
1974,20,1974-02-13,Wed,REG,H,Virginia,NA,ACC,W,88,78,NA,9,11,W 1,Cameron Indoor Stadium
1974,21,1974-02-16,Sat,REG,H,Georgia Tech,NA,Ind,W,70,60,NA,10,11,W 2,Cameron Indoor Stadium
1974,22,1974-02-20,Wed,REG,A,North Carolina State,1,ACC,L,87,113,NA,10,12,L 1,Reynolds Coliseum
1974,23,1974-02-23,Sat,REG,H,Maryland,5,ACC,L,61,64,NA,10,13,L 2,Cameron Indoor Stadium
1974,24,1974-02-27,Wed,REG,A,Clemson,NA,ACC,L,68,74,NA,10,14,L 3,Littlejohn Coliseum
1974,25,1974-03-02,Sat,REG,A,North Carolina,4,ACC,L,92,96,OT,10,15,L 4,Carmichael Auditorium
1974,26,1974-03-07,Thu,CTOURN,N,Maryland,4,ACC,L,66,85,NA,10,16,L 5,Greensboro Coliseum
1975,1,1974-11-30,Sat,REG,H,Cornell,NA,Ivy,W,100,62,NA,1,0,W 1,Cameron Indoor Stadium
1975,2,1974-12-04,Wed,REG,H,East Carolina,NA,Southern,W,79,73,NA,2,0,W 2,Cameron Indoor Stadium
1975,3,1974-12-20,Fri,REG,N,Louisiana State,NA,SEC,L,95,105,NA,2,1,L 1,Carolina Coliseum
1975,4,1974-12-21,Sat,REG,N,Princeton,NA,Ivy,W,66,57,NA,3,1,W 1,Carolina Coliseum
1975,5,1974-12-27,Fri,REG,H,Pittsburgh,NA,Ind,W,89,75,NA,4,1,W 2,Raleigh Memorial Auditorium
1975,6,1974-12-28,Sat,REG,H,Kent State,NA,MAC,W,83,65,NA,5,1,W 3,Raleigh Memorial Auditorium
1975,7,1975-01-03,Fri,REG,N,North Carolina,8,ACC,W,99,96,OT,6,1,W 4,Greensboro Coliseum
1975,8,1975-01-04,Sat,REG,N,Wake Forest,NA,ACC,L,71,75,NA,6,2,L 1,Greensboro Coliseum
1975,9,1975-01-08,Wed,REG,A,Maryland,5,ACC,L,77,83,NA,6,3,L 2,Cole Fieldhouse
1975,10,1975-01-11,Sat,REG,H,South Florida,NA,Ind,W,95,86,NA,7,3,W 1,Cameron Indoor Stadium
1975,11,1975-01-15,Wed,REG,H,Clemson,NA,ACC,W,75,72,NA,8,3,W 2,Cameron Indoor Stadium
1975,12,1975-01-18,Sat,REG,A,Virginia,NA,ACC,L,56,60,NA,8,4,L 1,University Hall
1975,13,1975-01-22,Wed,REG,A,Wake Forest,NA,ACC,L,109,122,NA,8,5,L 2,Winston-Salem Memorial Coliseum
1975,14,1975-01-25,Sat,REG,H,Princeton,NA,Ivy,W,90,73,NA,9,5,W 1,Cameron Indoor Stadium
1975,15,1975-01-27,Mon,REG,H,North Carolina State,5,ACC,L,71,95,NA,9,6,L 1,Cameron Indoor Stadium
1975,16,1975-01-29,Wed,REG,A,Davidson,NA,Southern,W,113,76,NA,10,6,W 1,Charlotte Coliseum
1975,17,1975-02-01,Sat,REG,H,Virginia,NA,ACC,L,85,92,OT,10,7,L 1,Cameron Indoor Stadium
1975,18,1975-02-05,Wed,REG,H,Wake Forest,NA,ACC,W,75,68,NA,11,7,W 1,Cameron Indoor Stadium
1975,19,1975-02-08,Sat,REG,H,Maryland,4,ACC,L,80,104,NA,11,8,L 1,Cameron Indoor Stadium
1975,20,1975-02-10,Mon,REG,H,Duquesne,NA,Ind,W,80,73,NA,12,8,W 1,Cameron Indoor Stadium
1975,21,1975-02-12,Wed,REG,A,North Carolina,11,ACC,L,70,78,NA,12,9,L 1,Carmichael Auditorium
1975,22,1975-02-15,Sat,REG,A,Clemson,18,ACC,L,66,100,NA,12,10,L 2,Littlejohn Coliseum
1975,23,1975-02-19,Wed,REG,A,North Carolina State,4,ACC,L,78,92,NA,12,11,L 3,Reynolds Coliseum
1975,24,1975-02-22,Sat,REG,H,Georgia Tech,NA,Ind,W,107,86,NA,13,11,W 1,Cameron Indoor Stadium
1975,25,1975-03-01,Sat,REG,H,North Carolina,14,ACC,L,70,74,NA,13,12,L 1,Cameron Indoor Stadium
1975,26,1975-03-06,Thu,CTOURN,N,Clemson,14,ACC,L,76,78,NA,13,13,L 2,Greensboro Coliseum
1976,1,1975-11-29,Sat,REG,H,Johns Hopkins,NA,NA,W,103,72,NA,1,0,W 1,Cameron Indoor Stadium
1976,2,1975-12-03,Wed,REG,H,Tennessee,8,SEC,L,80,86,NA,1,1,L 1,Cameron Indoor Stadium
1976,3,1975-12-06,Sat,REG,H,Virginia,NA,ACC,W,81,79,NA,2,1,W 1,Cameron Indoor Stadium
1976,4,1975-12-10,Wed,REG,H,East Carolina,NA,Southern,W,93,74,NA,3,1,W 2,Cameron Indoor Stadium
1976,5,1975-12-26,Fri,REG,H,Auburn,NA,SEC,W,85,74,NA,4,1,W 3,Raleigh Memorial Auditorium
1976,6,1975-12-27,Sat,REG,H,Western Kentucky,NA,OVC,W,111,90,NA,5,1,W 4,Raleigh Memorial Auditorium
1976,7,1975-12-30,Tue,REG,H,Vermont,NA,Yankee,W,94,77,NA,6,1,W 5,Cameron Indoor Stadium
1976,8,1976-01-02,Fri,REG,N,North Carolina State,9,ACC,L,95,104,NA,6,2,L 1,Greensboro Coliseum
1976,9,1976-01-03,Sat,REG,N,North Carolina,3,ACC,L,74,77,NA,6,3,L 2,Greensboro Coliseum
1976,10,1976-01-07,Wed,REG,A,Tulane,NA,Metro,L,82,92,NA,6,4,L 3,Avron B. Fogelman Arena
1976,11,1976-01-09,Fri,REG,A,Georgia Tech,NA,Metro,W,91,71,NA,7,4,W 1,Alexander Memorial Coliseum
1976,12,1976-01-14,Wed,REG,A,Clemson,NA,ACC,L,96,102,OT,7,5,L 1,Littlejohn Coliseum
1976,13,1976-01-17,Sat,REG,H,North Carolina,7,ACC,L,87,89,NA,7,6,L 2,Cameron Indoor Stadium
1976,14,1976-01-19,Mon,REG,H,Virginia Tech,NA,Ind,W,79,72,NA,8,6,W 1,Greensboro Coliseum
1976,15,1976-01-21,Wed,REG,H,Wake Forest,14,ACC,W,97,93,OT,9,6,W 2,Cameron Indoor Stadium
1976,16,1976-01-24,Sat,REG,A,North Carolina State,11,ACC,L,101,106,NA,9,7,L 1,Reynolds Coliseum
1976,17,1976-01-27,Tue,REG,H,Davidson,NA,Southern,W,94,79,NA,10,7,W 1,Cameron Indoor Stadium
1976,18,1976-01-31,Sat,REG,H,West Virginia,NA,Ind,W,86,77,NA,11,7,W 2,Cameron Indoor Stadium
1976,19,1976-02-04,Wed,REG,A,Wake Forest,NA,ACC,L,87,89,NA,11,8,L 1,Winston-Salem Memorial Coliseum
1976,20,1976-02-07,Sat,REG,A,Maryland,5,ACC,L,91,102,NA,11,9,L 2,Cole Fieldhouse
1976,21,1976-02-11,Wed,REG,A,Virginia,NA,ACC,L,90,94,NA,11,10,L 3,University Hall
1976,22,1976-02-14,Sat,REG,A,Saint Joseph's,NA,ECC,W,85,73,NA,12,10,W 1,The Palestra
1976,23,1976-02-18,Wed,REG,H,North Carolina State,12,ACC,L,95,96,NA,12,11,L 1,Cameron Indoor Stadium
1976,24,1976-02-21,Sat,REG,H,Maryland,7,ACC,W,69,67,NA,13,11,W 1,Cameron Indoor Stadium
1976,25,1976-02-25,Wed,REG,H,Clemson,NA,ACC,L,89,90,NA,13,12,L 1,Cameron Indoor Stadium
1976,26,1976-02-28,Sat,REG,A,North Carolina,4,ACC,L,71,91,NA,13,13,L 2,Carmichael Auditorium
1976,27,1976-03-04,Thu,CTOURN,A,Maryland,9,ACC,L,78,80,OT,13,14,L 3,Capital Centre
1977,1,1976-11-26,Fri,REG,N,Wake Forest,NA,ACC,L,80,81,NA,0,1,L 1,Greensboro Coliseum
1977,2,1976-11-27,Sat,REG,N,North Carolina State,15,ACC,W,84,82,NA,1,1,W 1,Greensboro Coliseum
1977,3,1976-11-30,Tue,REG,H,Johns Hopkins,NA,NA,W,85,66,NA,2,1,W 2,Cameron Indoor Stadium
1977,4,1976-12-04,Sat,REG,H,Washington,NA,Pac-8,W,83,81,NA,3,1,W 3,Cameron Indoor Stadium
1977,5,1976-12-07,Tue,REG,A,Tennessee,15,SEC,W,81,78,NA,4,1,W 4,Stokely Center
1977,6,1976-12-11,Sat,REG,H,Richmond,NA,Ind,W,65,63,NA,5,1,W 5,Cameron Indoor Stadium
1977,7,1976-12-14,Tue,REG,N,Connecticut,NA,Ind,W,64,62,OT,6,1,W 6,Madison Square Garden (IV)
1977,8,1976-12-29,Wed,REG,N,East Carolina,NA,Southern,W,88,65,NA,7,1,W 7,Raleigh Memorial Auditorium
1977,9,1976-12-30,Thu,REG,H,Rice,NA,SWC,W,87,77,NA,8,1,W 8,Raleigh Memorial Auditorium
1977,10,1977-01-05,Wed,REG,A,Davidson,NA,Southern,W,102,51,NA,9,1,W 9,Charlotte Coliseum
1977,11,1977-01-10,Mon,REG,H,Lafayette,NA,ECC,W,93,77,NA,10,1,W 10,Cameron Indoor Stadium
